alpha_4,alpha_5,alpha_sum,alpha_diff,tau_p_years,w_0,theta_23_deg,m_KK_TeV,chi_squared
-7.5,2.0,-5.5,-9.5,3.0370425850496183e+31,-0.8048780487804879,16.5,38.81043674065006,1171.690258996805
-7.5,2.5,-5.0,-10.0,1.288283462767769e+32,-0.8095238095238095,15.0,39.52847075210474,1224.701312745527
-7.5,3.0,-4.5,-10.5,3.748098875603968e+32,-0.813953488372093,13.5,40.38873605350877,1286.663281640529
-7.5,3.5,-4.0,-11.0,8.762310059363123e+32,-0.8181818181818182,12.0,41.38236339311712,1357.5810339578495
-7.5,4.0,-3.5,-11.5,1.7755398102899323e+33,-0.8222222222222222,10.5,42.5,1437.453888236715
-7.5,4.5,-3.0,-12.0,3.25283306263682e+33,-0.8260869565217391,9.0,43.73213921133975,1526.2806191678096
-7.5,5.0,-2.5,-12.5,5.529238685161881e+33,-0.8297872340425532,7.5,45.069390943299865,1624.0718218264474
-7.5,5.5,-2.0,-13.0,8.870588299802989e+33,-0.8333333333333334,6.0,46.502688094345686,1730.8736632813827
-7.5,6.0,-1.5,-13.5,1.3591406184410678e+34,-0.8367346938775511,4.5,48.02343178074636,1846.8084598938806
-7.5,6.5,-1.0,-14.0,2.005924364054581e+34,-0.84,3.0,49.623583103198015,1972.1393112448973
-7.5,7.0,-0.5,-14.5,2.869939066164242e+34,-0.8431372549019608,1.5,51.29571132170798,2107.368275809116
-7.5,7.5,0.0,-15.0,4e+34,-0.8461538461538461,0.0,53.03300858899106,2253.380382412094
-7.5,8.0,0.5,-15.5,5.451766229462778e+34,-0.8490566037735849,-1.5,54.82928049865327,2411.649248439968
-7.5,8.5,1.0,-16.0,7.288347488200228e+34,-0.8518518518518519,-3.0,56.67892024377316,2584.5243591809804
-7.5,9.0,1.5,-16.5,9.580965131659256e+34,-0.8545454545454545,-4.5,58.5768725692999,2775.625321563053
-7.5,9.5,2.0,-17.0,1.240967235322316e+35,-0.8571428571428571,-6.0,60.51859218455102,2990.3348455353607
-7.5,10.0,2.5,-17.5,1.5864139404108532e+35,-0.8596491228070176,-7.5,62.5,3235.710076945575
-7.0,-10.0,-17.0,3.0,1.2773924100373471e+35,-0.5555555555555556,54.0,61.03277807866851,2564.36686886901
-7.0,-9.5,-16.5,2.5,1.0634937008365297e+35,-0.5789473684210527,52.5,59.002118606029725,2367.6317036743308
-7.0,-9.0,-16.0,2.0,8.763918880460948e+34,-0.6,51.0,57.00877125495689,2189.522564250886
-7.0,-8.5,-15.5,1.5,7.140356865811406e+34,-0.6190476190476191,49.5,55.0567888638631,2027.6885763793516
-7.0,-8.0,-15.0,1.0,5.744050832193523e+34,-0.6363636363636364,48.0,53.15072906367325,1880.2603175793722
-7.0,-7.5,-14.5,0.5,4.555163096578122e+34,-0.6521739130434783,46.5,51.29571132170798,1745.7720454652354
-7.0,-7.0,-14.0,0.0,3.554272299382717e+34,-0.6666666666666666,45.0,49.49747468305832,1623.0927287521888
-7.0,-6.5,-13.5,-0.5,2.722431753529829e+34,-0.68,43.5,47.762432936356994,1511.3651217190977
-7.0,-6.0,-13.0,-1.0,2.0412326271631e+34,-0.6923076923076923,42.0,46.09772228646444,1409.9523215315776
-7.0,-5.5,-12.5,-1.5,1.492872349097892e+34,-0.7037037037037037,40.5,44.51123453691214,1318.391359727107
-7.0,-5.0,-12.0,-2.0,1.0602286590434296e+34,-0.7142857142857143,39.0,43.01162633521314,1236.353437949761
-7.0,-4.5,-11.5,-2.5,7.269397605970681e+33,-0.7241379310344828,37.5,41.608292442733095,1163.610442891509
-7.0,-4.0,-11.0,-3.0,4.774910742744769e+33,-0.7333333333333333,36.0,40.311288741492746,1100.0073765455002
-7.0,-3.5,-10.5,-3.5,2.9730913072980495e+33,-0.7419354838709677,34.5,39.13118960624632,1045.4403193429043
-7.0,-3.0,-10.0,-4.0,1.728631912002964e+33,-0.75,33.0,38.07886552931954,999.8395052385138
-7.0,-2.5,-9.5,-4.5,9.177523348249194e+32,-0.7575757575757576,31.5,37.16517186829626,963.1570267027566
-7.0,-2.0,-9.0,-5.0,4.2938997858298155e+32,-0.7647058823529411,30.0,36.40054944640259,935.3586019962511
-7.0,-1.5,-8.5,-5.5,1.664884883401524e+32,-0.7714285714285715,28.5,35.79455265819088,916.4187305112853
-7.0,-1.0,-8.0,-6.0,4.739275884136794e+31,-0.7777777777777778,27.0,35.35533905932737,906.3184483702008
-7.0,-0.5,-7.5,-6.5,7.359302160714884e+30,-0.7837837837837838,25.5,35.0891721190455,905.0448036347182
-7.0,0.0,-7.0,-7.0,1.917557262674654e+29,-0.7894736842105263,24.0,35.0,912.5911373996662
-7.0,0.5,-6.5,-7.5,1.2200242563341505e+28,-0.7948717948717948,22.5,35.0891721190455,928.9573234827968
-7.0,1.0,-6.0,-8.0,3.179934177553544e+30,-0.8,21.0,35.35533905932737,954.1493102713475
-7.0,1.5,-5.5,-8.5,3.0370425850496183e+31,-0.8048780487804879,19.5,35.79455265819088,988.1776214503304
-7.0,2.0,-5.0,-9.0,1.288283462767769e+32,-0.8095238095238095,18.0,36.40054944640259,1031.0548799268893
-7.0,2.5,-4.5,-9.5,3.748098875603968e+32,-0.813953488372093,16.5,37.16517186829626,1082.792884659198
-7.0,3.0,-4.0,-10.0,8.762310059363123e+32,-0.8181818181818182,15.0,38.07886552931954,1143.4002722087364
-7.0,3.5,-3.5,-10.5,1.7755398102899323e+33,-0.8222222222222222,13.5,39.13118960624632,1212.8823454023604
-7.0,4.0,-3.0,-11.0,3.25283306263682e+33,-0.8260869565217391,12.0,40.311288741492746,1291.2452967519685
-7.0,4.5,-2.5,-11.5,5.529238685161881e+33,-0.8297872340425532,10.5,41.608292442733095,1378.5078635795644
-7.0,5.0,-2.0,-12.0,8.870588299802989e+33,-0.8333333333333334,9.0,43.01162633521314,1474.7245029566116
-7.0,5.5,-1.5,-12.5,1.3591406184410678e+34,-0.8367346938775511,7.5,44.51123453691214,1580.0255447349691
-7.0,6.0,-1.0,-13.0,2.005924364054581e+34,-0.84,6.0,46.09772228646444,1694.681545736932
-7.0,6.5,-0.5,-13.5,2.869939066164242e+34,-0.8431372549019608,4.5,47.762432936356994,1819.2013069285458
-7.0,7.0,0.0,-14.0,4e+34,-0.8461538461538461,3.0,49.49747468305832,1954.4758188947242
-7.0,7.5,0.5,-14.5,5.451766229462778e+34,-0.8490566037735849,1.5,51.29571132170798,2101.983878913167
-7.0,8.0,1.0,-15.0,7.288347488200228e+34,-0.8518518518518519,0.0,53.15072906367325,2264.0794106715302
-7.0,8.5,1.5,-15.5,9.580965131659256e+34,-0.8545454545454545,-1.5,55.0567888638631,2444.3857819429554
-7.0,9.0,2.0,-16.0,1.240967235322316e+35,-0.8571428571428571,-3.0,57.00877125495689,2648.2888606481283
-7.0,9.5,2.5,-16.5,1.5864139404108532e+35,-0.8596491228070176,-4.5,59.002118606029725,2882.8484246124112
-7.0,10.0,3.0,-17.0,2.004451016645065e+35,-0.8620689655172413,-6.0,61.03277807866851,3159.0971471186967
-6.5,-10.0,-16.5,3.5,1.0634937008365297e+35,-0.5789473684210527,55.5,59.63430220938281,2422.054693855889
-6.5,-9.5,-16.0,3.0,8.763918880460948e+34,-0.6,54.0,57.554322166106694,2233.672034239562
-6.5,-9.0,-15.5,2.5,7.140356865811406e+34,-0.6190476190476191,52.5,55.50900827793629,2061.601369601949
-6.5,-8.5,-15.0,2.0,5.744050832193523e+34,-0.6363636363636364,51.0,53.502336397581736,1903.9764772428748
-6.5,-8.0,-14.5,1.5,4.555163096578122e+34,-0.6521739130434783,49.5,51.53882032022076,1759.3349459734152
-6.5,-7.5,-14.0,1.0,3.554272299382717e+34,-0.6666666666666666,48.0,49.623583103198015,1626.5491324414206
-6.5,-7.0,-13.5,0.5,2.722431753529829e+34,-0.68,46.5,47.762432936356994,1504.7651217190978
-6.5,-6.5,-13.0,0.0,2.0412326271631e+34,-0.6923076923076923,45.0,45.961940777125584,1393.349119832941
-6.5,-6.0,-12.5,-0.5,1.492872349097892e+34,-0.7037037037037037,43.5,44.22951503238533,1291.8408170020045
-6.5,-5.5,-12.0,-1.0,1.0602286590434296e+34,-0.7142857142857143,42.0,42.573465914816005,1199.9133202619453
-6.5,-5.0,-11.5,-1.5,7.269397605970681e+33,-0.7241379310344828,40.5,41.00304866714181,1117.3392836572607
-6.5,-4.5,-11.0,-2.0,4.774910742744769e+33,-0.7333333333333333,39.0,39.52847075210474,1043.9628754871342
-6.5,-4.0,-10.5,-2.5,2.9730913072980495e+33,-0.7419354838709677,37.5,38.16084380618437,979.677221243245
-6.5,-3.5,-10.0,-3.0,1.728631912002964e+33,-0.75,36.0,36.9120576505835,924.4069485715618
-6.5,-3.0,-9.5,-3.5,9.177523348249194e+32,-0.7575757575757576,34.5,35.79455265819088,878.0954323583362
-6.5,-2.5,-9.0,-4.0,4.2938997858298155e+32,-0.7647058823529411,33.0,34.8209706929603,840.6962851401838
-6.5,-2.0,-8.5,-4.5,1.664884883401524e+32,-0.7714285714285715,31.5,34.00367627183861,812.1685506362229
-6.5,-1.5,-8.0,-5.0,4.739275884136794e+31,-0.7777777777777778,30.0,33.354160160315836,792.4749323147644
-6.5,-1.0,-7.5,-5.5,7.359302160714884e+30,-0.7837837837837838,28.5,32.88236609491476,781.582236767437
-6.5,-0.5,-7.0,-6.0,1.917557262674654e+29,-0.7894736842105263,27.0,32.59601202601324,779.4630712565934
-6.5,0.0,-6.5,-6.5,1.2200242563341505e+28,-0.7948717948717948,25.5,32.5,786.0977701375471
-6.5,0.5,-6.0,-7.0,3.179934177553544e+30,-0.8,24.0,32.59601202601324,801.4756089545754
-6.5,1.0,-5.5,-7.5,3.0370425850496183e+31,-0.8048780487804879,22.5,32.88236609491476,825.594647548349
-6.5,1.5,-5.0,-8.0,1.288283462767769e+32,-0.8095238095238095,21.0,33.354160160315836,858.4600210003664
-6.5,2.0,-4.5,-8.5,3.748098875603968e+32,-0.813953488372093,19.5,34.00367627183861,900.0811104397153
-6.5,2.5,-4.0,-9.0,8.762310059363123e+32,-0.8181818181818182,18.0,34.8209706929603,950.468693808712
-6.5,3.0,-3.5,-9.5,1.7755398102899323e+33,-0.8222222222222222,16.5,35.79455265819088,1009.6338486166651
-6.5,3.5,-3.0,-10.0,3.25283306263682e+33,-0.8260869565217391,15.0,36.9120576505835,1077.5910677519691
-6.5,4.0,-2.5,-10.5,5.529238685161881e+33,-0.8297872340425532,13.5,38.16084380618437,1154.3688310805824
-6.5,4.5,-2.0,-11.0,8.870588299802989e+33,-0.8333333333333334,12.0,39.52847075210474,1240.0318586637077
-6.5,5.0,-1.5,-11.5,1.3591406184410678e+34,-0.8367346938775511,10.5,41.00304866714181,1334.7205670187059
-6.5,5.5,-1.0,-12.0,2.005924364054581e+34,-0.84,9.0,42.573465914816005,1438.7149557809985
-6.5,6.0,-0.5,-12.5,2.869939066164242e+34,-0.8431372549019608,7.5,44.22951503238533,1552.5323554003903
-6.5,6.5,0.0,-13.0,4e+34,-0.8461538461538461,6.0,45.961940777125584,1677.0712553773542
-6.5,7.0,0.5,-13.5,5.451766229462778e+34,-0.8490566037735849,4.5,47.762432936356994,1813.8169100325972
-6.5,7.5,1.0,-14.0,7.288347488200228e+34,-0.8518518518518519,3.0,49.623583103198015,1965.1287134541437
-6.5,8.0,1.5,-14.5,9.580965131659256e+34,-0.8545454545454545,1.5,51.53882032022076,2134.634608932989
-6.5,8.5,2.0,-15.0,1.240967235322316e+35,-0.8571428571428571,0.0,53.502336397581736,2327.7242523636914
-6.5,9.0,2.5,-15.5,1.5864139404108532e+35,-0.8596491228070176,-1.5,55.50900827793629,2551.4605314169253
-6.5,9.5,3.0,-16.0,2.004451016645065e+35,-0.8620689655172413,-3.0,57.554322166106694,2816.878654637787
-6.5,10.0,3.5,-16.5,2.5062337109952176e+35,-0.864406779661017,-4.5,59.63430220938281,3140.053733228832
-6.0,-10.0,-16.0,4.0,8.763918880460948e+34,-0.6,57.0,58.309518948453,2298.1684519366568
-6.0,-9.5,-15.5,3.5,7.140356865811406e+34,-0.6190476190476191,55.5,56.180512635610576,2115.8080956347408
-6.0,-9.0,-15.0,3.0,5.744050832193523e+34,-0.6363636363636364,54.0,54.083269131959845,1947.931347203796
-6.0,-8.5,-14.5,2.5,4.555163096578122e+34,-0.6521739130434783,52.5,52.021630116712025,1793.0794920927128
-6.0,-8.0,-14.0,2.0,3.554272299382717e+34,-0.6666666666666666,51.0,49.99999999999999,1650.1288395090096
-6.0,-7.5,-13.5,1.5,2.722431753529829e+34,-0.68,49.5,48.02343178074636,1518.229628074956
-6.0,-7.0,-13.0,1.0,2.0412326271631e+34,-0.6923076923076923,48.0,46.09772228646444,1396.7523215315778
-6.0,-6.5,-12.5,0.5,1.492872349097892e+34,-0.7037037037037037,46.5,44.22951503238533,1285.2408170020044
-6.0,-6.0,-12.0,0.0,1.0602286590434296e+34,-0.7142857142857143,45.0,42.42640687119284,1183.372145001872
-6.0,-5.5,-11.5,-0.5,7.269397605970681e+33,-0.7241379310344828,43.5,40.697051490249265,1090.9222681301699
-6.0,-5.0,-11.0,-1.0,4.774910742744769e+33,-0.7333333333333333,42.0,39.05124837953328,1007.7375985362776
-6.0,-4.5,-10.5,-1.5,2.9730913072980495e+33,-0.7419354838709677,40.5,37.5,933.711862177259
-6.0,-4.0,-10.0,-2.0,1.728631912002964e+33,-0.75,39.0,36.05551275463989,868.7679454992517
-6.0,-3.5,-9.5,-2.5,9.177523348249194e+32,-0.7575757575757576,37.5,34.731109973624505,812.8443671234513
-6.0,-3.0,-9.0,-3.0,4.2938997858298155e+32,-0.7647058823529411,36.0,33.54101966249684,765.8860158077327
-6.0,-2.5,-8.5,-3.5,1.664884883401524e+32,-0.7714285714285715,34.5,32.5,727.8387701313352
-6.0,-2.0,-8.0,-4.0,4.739275884136794e+31,-0.7777777777777778,33.0,31.622776601683793,698.6475418872405
-6.0,-1.5,-7.5,-4.5,7.359302160714884e+30,-0.7837837837837838,31.5,30.92329219213245,678.2571432327398
-6.0,-1.0,-7.0,-5.0,1.917557262674654e+29,-0.7894736842105263,30.0,30.413812651491096,666.6151678164651
-6.0,-0.5,-6.5,-5.5,1.2200242563341505e+28,-0.7948717948717948,28.5,30.10398644698074,663.675844679153
-6.0,0.0,-6.0,-6.0,3.179934177553544e+30,-0.8,27.0,30.0,669.4036750976483
-6.0,0.5,-5.5,-6.5,3.0370425850496183e+31,-0.8048780487804879,25.5,30.10398644698074,683.7757356119864
-6.0,1.0,-5.0,-7.0,1.288283462767769e+32,-0.8095238095238095,24.0,30.413812651491096,706.7819322989023
-6.0,1.5,-4.5,-7.5,3.748098875603968e+32,-0.813953488372093,22.5,30.92329219213245,738.4232228780991
-6.0,2.0,-4.0,-8.0,8.762310059363123e+32,-0.8181818181818182,21.0,31.622776601683793,778.7087613107328
-6.0,2.5,-3.5,-8.5,1.7755398102899323e+33,-0.8222222222222222,19.5,32.5,827.653888236715
-6.0,3.0,-3.0,-9.0,3.25283306263682e+33,-0.8260869565217391,18.0,33.54101966249684,885.2817766864458
-6.0,3.5,-2.5,-9.5,5.529238685161881e+33,-0.8297872340425532,16.5,34.731109973624505,951.6323671596617
-6.0,4.0,-2.0,-10.0,8.870588299802989e+33,-0.8333333333333334,15.0,36.05551275463989,1026.7831276497645
-6.0,4.5,-1.5,-10.5,1.3591406184410678e+34,-0.8367346938775511,13.5,37.5,1110.887334687986
-6.0,5.0,-1.0,-11.0,2.005924364054581e+34,-0.84,12.0,39.05124837953328,1204.2371522250537
-6.0,5.5,-0.5,-11.5,2.869939066164242e+34,-0.8431372549019608,10.5,40.697051490249265,1307.3609048821386
-6.0,6.0,0.0,-12.0,4e+34,-0.8461538461538461,9.0,42.42640687119284,1421.166691859984
-6.0,6.5,0.5,-12.5,5.451766229462778e+34,-0.8490566037735849,7.5,44.22951503238533,1547.1479585044415
-6.0,7.0,1.0,-13.0,7.288347488200228e+34,-0.8518518518518519,6.0,46.09772228646444,1687.6709479461788
-6.0,7.5,1.5,-13.5,9.580965131659256e+34,-0.8545454545454545,4.5,48.02343178074636,1846.3692459000977
-6.0,8.0,2.0,-14.0,1.240967235322316e+35,-0.8571428571428571,3.0,49.99999999999999,2028.6371025503909
-6.0,8.5,2.5,-14.5,1.5864139404108532e+35,-0.8596491228070176,1.5,52.021630116712025,2241.541111303659
-6.0,9.0,3.0,-15.0,2.004451016645065e+35,-0.8620689655172413,0.0,54.083269131959845,2496.119446325595
-6.0,9.5,3.5,-15.5,2.5062337109952176e+35,-0.864406779661017,-1.5,56.180512635610576,2808.4495758845787
-6.0,10.0,4.0,-16.0,3.1041602423722125e+35,-0.8666666666666667,-3.0,58.309518948453,3200.8796209695333
-5.5,-10.0,-15.5,4.5,7.140356865811406e+34,-0.6190476190476191,58.5,57.063561052566634,2190.3513293414826
-5.5,-9.5,-15.0,4.0,5.744050832193523e+34,-0.6363636363636364,57.0,54.886246000250374,2012.1649744281976
-5.5,-9.0,-14.5,3.5,4.555163096578122e+34,-0.6521739130434783,55.5,52.73755777432246,1847.0418899758554
-5.5,-8.5,-14.0,3.0,3.554272299382717e+34,-0.6666666666666666,54.0,50.62114182829147,1693.862559453407
-5.5,-8.0,-13.5,2.5,2.722431753529829e+34,-0.68,52.5,48.54121959736899,1551.781795083532
-5.5,-7.5,-13.0,2.0,2.0412326271631e+34,-0.6923076923076923,51.0,46.502688094345686,1420.1750095882308
-5.5,-7.0,-12.5,1.5,1.492872349097892e+34,-0.7037037037037037,49.5,44.51123453691214,1298.5913597271071
-5.5,-6.5,-12.0,1.0,1.0602286590434296e+34,-0.7142857142857143,48.0,42.573465914816005,1186.7133202619452
-5.5,-6.0,-11.5,0.5,7.269397605970681e+33,-0.7241379310344828,46.5,40.697051490249265,1084.32226813017
-5.5,-5.5,-11.0,0.0,4.774910742744769e+33,-0.7333333333333333,45.0,38.89087296526011,991.2696633147796
-5.5,-5.0,-10.5,-0.5,2.9730913072980495e+33,-0.7419354838709677,43.5,37.16517186829626,907.4534169016295
-5.5,-4.5,-10.0,-1.0,1.728631912002964e+33,-0.75,42.0,35.531676008879735,832.7990476009326
-5.5,-4.0,-9.5,-1.5,9.177523348249194e+32,-0.7575757575757576,40.5,34.00367627183861,767.2452524832738
-5.5,-3.5,-9.0,-2.0,4.2938997858298155e+32,-0.7647058823529411,39.0,32.59601202601324,710.7335578083926
-5.5,-3.0,-8.5,-2.5,1.664884883401524e+32,-0.7714285714285715,37.5,31.324910215354173,663.2017639468874
-5.5,-2.5,-8.0,-3.0,4.739275884136794e+31,-0.7777777777777778,36.0,30.207614933986427,624.580931059576
-5.5,-2.0,-7.5,-3.5,7.359302160714884e+30,-0.7837837837837838,34.5,29.26174977679906,594.7956265170735
-5.5,-1.5,-7.0,-4.0,1.917557262674654e+29,-0.7894736842105263,33.0,28.504385627478445,573.7670164485346
-5.5,-1.0,-6.5,-4.5,1.2200242563341505e+28,-0.7948717948717948,31.5,27.950849718747374,561.4180966844365
-5.5,-0.5,-6.0,-5.0,3.179934177553544e+30,-0.8,30.0,27.61340254296815,557.6799611113233
-5.5,0.0,-5.5,-5.5,3.0370425850496183e+31,-0.8048780487804879,28.5,27.5,562.4976610703803
-5.5,0.5,-5.0,-6.0,1.288283462767769e+32,-0.8095238095238095,27.0,27.61340254296815,575.8341878957785
-5.5,1.0,-4.5,-6.5,3.748098875603968e+32,-0.813953488372093,25.5,27.950849718747374,597.6716564817172
-5.5,1.5,-4.0,-7.0,8.762310059363123e+32,-0.8181818181818182,24.0,28.504385627478445,628.0099116688622
-5.5,2.0,-3.5,-7.5,1.7755398102899323e+33,-0.8222222222222222,22.5,29.26174977679906,666.8642644643201
-5.5,2.5,-3.0,-8.0,3.25283306263682e+33,-0.8260869565217391,21.0,30.207614933986427,714.265502693253
-5.5,3.0,-2.5,-8.5,5.529238685161881e+33,-0.8297872340425532,19.5,31.324910215354173,770.2664658301487
-5.5,3.5,-2.0,-9.0,8.870588299802989e+33,-0.8333333333333334,18.0,32.59601202601324,834.960381657211
-5.5,4.0,-1.5,-9.5,1.3591406184410678e+34,-0.8367346938775511,16.5,34.00367627183861,908.5171151928736
-5.5,4.5,-1.0,-10.0,2.005924364054581e+34,-0.84,15.0,35.531676008879735,991.2448002636479
-5.5,5.0,-0.5,-10.5,2.869939066164242e+34,-0.8431372549019608,13.5,37.16517186829626,1083.68624280288
-5.5,5.5,0.0,-11.0,4e+34,-0.8461538461538461,12.0,38.89087296526011,1186.7621283426142
-5.5,6.0,0.5,-11.5,5.451766229462778e+34,-0.8490566037735849,10.5,40.697051490249265,1301.97650798619
-5.5,6.5,1.0,-12.0,7.288347488200228e+34,-0.8518518518518519,9.0,42.573465914816005,1431.7043579902452
-5.5,7.0,1.5,-12.5,9.580965131659256e+34,-0.8545454545454545,7.5,44.51123453691214,1579.5863307411862
-5.5,7.5,2.0,-13.0,1.240967235322316e+35,-0.8571428571428571,6.0,46.502688094345686,1751.0223180314902
-5.5,8.0,2.5,-13.5,1.5864139404108532e+35,-0.8596491228070176,4.5,48.54121959736899,1953.0833691600455
-5.5,8.5,3.0,-14.0,2.004451016645065e+35,-0.8620689655172413,3.0,50.62114182829147,2196.811146495771
-5.5,9.0,3.5,-14.5,2.5062337109952176e+35,-0.864406779661017,1.5,52.73755777432246,2498.285827621664
-5.5,9.5,4.0,-15.0,3.1041602423722125e+35,-0.8666666666666667,0.0,54.886246000250374,2879.857622184649
-5.5,10.0,4.5,-15.5,3.811983396687749e+35,-0.8688524590163934,-1.5,57.063561052566634,3372.1944026065016
-5.0,-10.0,-15.0,5.0,5.744050832193523e+34,-0.6363636363636364,60.0,55.90169943749475,2096.729980523354
-5.0,-9.5,-14.5,4.5,4.555163096578122e+34,-0.6521739130434783,58.5,53.67727638395971,1921.2734376228502
-5.0,-9.0,-14.0,4.0,3.554272299382717e+34,-0.6666666666666666,57.0,51.478150704935004,1757.7990106318675
-5.0,-8.5,-13.5,3.5,2.722431753529829e+34,-0.68,55.5,49.307707308290055,1605.4661126734663
-5.0,-8.0,-13.0,3.0,2.0412326271631e+34,-0.6923076923076923,54.0,47.16990566028301,1463.6553129755748
-5.0,-7.5,-12.5,2.5,1.492872349097892e+34,-0.7037037037037037,52.5,45.069390943299865,1331.9214994919746
-5.0,-7.0,-12.0,2.0,1.0602286590434296e+34,-0.7142857142857143,51.0,43.01162633521314,1209.9534379497609
-5.0,-6.5,-11.5,1.5,7.269397605970681e+33,-0.7241379310344828,49.5,41.00304866714181,1097.5392836572607
-5.0,-6.0,-11.0,1.0,4.774910742744769e+33,-0.7333333333333333,48.0,39.05124837953328,994.5375985362775
-5.0,-5.5,-10.5,0.5,2.9730913072980495e+33,-0.7419354838709677,46.5,37.16517186829626,900.8534169016294
-5.0,-5.0,-10.0,0.0,1.728631912002964e+33,-0.75,45.0,35.35533905932737,816.4189008234705
-5.0,-4.5,-9.5,-0.5,9.177523348249194e+32,-0.7575757575757576,43.5,33.63406011768428,741.1781413311228
-5.0,-4.0,-9.0,-1.0,4.2938997858298155e+32,-0.7647058823529411,42.0,32.01562118716424,675.0757074220621
-5.0,-3.5,-8.5,-1.5,1.664884883401524e+32,-0.7714285714285715,40.5,30.516389039334253,618.0486304149968
-5.0,-3.0,-8.0,-2.0,4.739275884136794e+31,-0.7777777777777778,39.0,29.1547594742265,570.0216360882555
-5.0,-2.5,-7.5,-2.5,7.359302160714884e+30,-0.7837837837837838,37.5,27.950849718747374,530.905576836358
-5.0,-2.0,-7.0,-3.0,1.917557262674654e+29,-0.7894736842105263,36.0,26.925824035672516,500.5991052034673
-5.0,-1.5,-6.5,-3.5,1.2200242563341505e+28,-0.7948717948717948,34.5,26.100766272276374,478.9935556400269
-5.0,-1.0,-6.0,-4.0,3.179934177553544e+30,-0.8,33.0,25.495097567963924,465.9806384738466
-5.0,-0.5,-5.5,-4.5,3.0370425850496183e+31,-0.8048780487804879,31.5,25.124689052802225,461.461871279968
-5.0,0.0,-5.0,-5.0,1.288283462767769e+32,-0.8095238095238095,30.0,24.999999999999996,465.35790188210336
-5.0,0.5,-4.5,-5.5,3.748098875603968e+32,-0.813953488372093,28.5,25.124689052802225,477.6155401444154
-5.0,1.0,-4.0,-6.0,8.762310059363123e+32,-0.8181818181818182,27.0,25.495097567963924,498.2109959961922
-5.0,1.5,-3.5,-6.5,1.7755398102899323e+33,-0.8222222222222222,25.5,26.100766272276374,527.1496737391949
-5.0,2.0,-3.0,-7.0,3.25283306263682e+33,-0.8260869565217391,24.0,26.925824035672516,564.4653526339796
-5.0,2.5,-2.5,-7.5,5.529238685161881e+33,-0.8297872340425532,22.5,27.950849718747374,610.2237985614861
-5.0,3.0,-2.0,-8.0,8.870588299802989e+33,-0.8333333333333334,21.0,29.1547594742265,664.537270692038
-5.0,3.5,-1.5,-8.5,1.3591406184410678e+34,-0.8367346938775511,19.5,30.516389039334253,727.5971949716475
-5.0,4.0,-1.0,-9.0,2.005924364054581e+34,-0.84,18.0,32.01562118716424,799.7331017830832
-5.0,4.5,-0.5,-9.5,2.869939066164242e+34,-0.8431372549019608,16.5,33.63406011768428,881.5073574312462
-5.0,5.0,0.0,-10.0,4e+34,-0.8461538461538461,15.0,35.35533905932737,973.8575648252445
-5.0,5.5,0.5,-10.5,5.451766229462778e+34,-0.8490566037735849,13.5,37.16517186829626,1078.3018459069312
-5.0,6.0,1.0,-11.0,7.288347488200228e+34,-0.8518518518518519,12.0,39.05124837953328,1197.2265544343002
-5.0,6.5,1.5,-11.5,9.580965131659256e+34,-0.8545454545454545,10.5,41.00304866714181,1334.2813530249227
-5.0,7.0,2.0,-12.0,1.240967235322316e+35,-0.8571428571428571,9.0,43.01162633521314,1494.8731577067192
-5.0,7.5,2.5,-12.5,1.5864139404108532e+35,-0.8596491228070176,7.5,45.069390943299865,1686.0784267574259
-5.0,8.0,3.0,-13.0,2.004451016645065e+35,-0.8620689655172413,6.0,47.16990566028301,1918.9429454198166
-5.0,8.5,3.5,-13.5,2.5062337109952176e+35,-0.864406779661017,4.5,49.307707308290055,2209.5500051848426
-5.0,9.0,4.0,-14.0,3.1041602423722125e+35,-0.8666666666666667,3.0,51.478150704935004,2580.2521463088833
-5.0,9.5,4.5,-14.5,3.811983396687749e+35,-0.8688524590163934,1.5,53.67727638395971,3061.7189682838393
-5.0,10.0,5.0,-15.0,4.644932563597617e+35,-0.8709677419354839,0.0,55.90169943749475,3695.5545701582323
-4.5,-10.0,-14.5,5.5,4.555163096578122e+34,-0.6521739130434783,61.5,54.82928049865327,2015.837414992036
-4.5,-9.5,-14.0,5.0,3.554272299382717e+34,-0.6666666666666666,60.0,52.55949010407159,1842.001643936616
-4.5,-9.0,-13.5,4.5,2.722431753529829e+34,-0.68,58.5,50.31152949374526,1679.3450906534622
-4.5,-8.5,-13.0,4.0,2.0412326271631e+34,-0.6923076923076923,57.0,48.08846015417836,1527.2532632591506
-4.5,-8.0,-12.5,3.5,1.492872349097892e+34,-0.7037037037037037,55.5,45.89389937671454,1385.2867031081937
-4.5,-7.5,-12.0,3.0,1.0602286590434296e+34,-0.7142857142857143,54.0,43.73213921133975,1253.1406171310643
-4.5,-7.0,-11.5,2.5,7.269397605970681e+33,-0.7241379310344828,52.5,41.608292442733095,1130.610442891509
-4.5,-6.5,-11.0,2.0,4.774910742744769e+33,-0.7333333333333333,51.0,39.52847075210474,1017.5628754871341
-4.5,-6.0,-10.5,1.5,2.9730913072980495e+33,-0.7419354838709677,49.5,37.5,913.9118621772591
-4.5,-5.5,-10.0,1.0,1.728631912002964e+33,-0.75,48.0,35.531676008879735,819.5990476009325
-4.5,-5.0,-9.5,0.5,9.177523348249194e+32,-0.7575757575757576,46.5,33.63406011768428,734.5781413311227
