alpha_4,alpha_5,alpha_sum,alpha_diff,tau_p_years,w_0,theta_23_deg,m_KK_TeV,chi_squared
-10.0,7.0,-3.0,-17.0,3.25283306263682e+33,-0.8260869565217391,-6.0,61.03277807866851,3022.8771053975015
-10.0,7.5,-2.5,-17.5,5.529238685161881e+33,-0.8297872340425532,-7.5,62.5,3173.7034720145966
-10.0,8.0,-2.0,-18.0,8.870588299802989e+33,-0.8333333333333334,-9.0,64.03124237432849,3333.7166147414773
-10.0,8.5,-1.5,-18.5,1.3591406184410678e+34,-0.8367346938775511,-10.5,65.62202374203343,3503.0162041068015
-10.0,9.0,-1.0,-19.0,2.005924364054581e+34,-0.84,-12.0,67.26812023536856,3681.8443570179593
-10.0,9.5,-0.5,-19.5,2.869939066164242e+34,-0.8431372549019608,-13.5,68.96557112066861,3870.684046914833
-10.0,10.0,0.0,-20.0,4e+34,-0.8461538461538461,-15.0,70.71067811865474,4070.4031999989434
-9.5,-10.0,-19.5,0.5,2.822274111428105e+35,-0.38461538461538464,46.5,68.96557112066861,3680.7227279797708
-9.5,-9.5,-19.0,0.0,2.4428291789791493e+35,-0.42857142857142855,45.0,67.175144212722,3383.523406977334
-9.5,-9.0,-18.5,-0.5,2.10075793347901e+35,-0.4666666666666667,43.5,65.43126164151201,3127.3423373211317
-9.5,-8.5,-18.0,-1.0,1.7939148373683284e+35,-0.5,42.0,63.73774391990981,2905.812237698082
-9.5,-8.0,-17.5,-1.5,1.5201659833413253e+35,-0.5294117647058824,40.5,62.09871174187111,2713.6394587316695
-9.5,-7.5,-17.0,-2.0,1.2773924100373471e+35,-0.5555555555555556,39.0,60.51859218455102,2546.4448912866565
-9.5,-7.0,-16.5,-2.5,1.0634937008365297e+35,-0.5789473684210527,37.5,59.002118606029725,2400.6317036743308
-9.5,-6.5,-16.0,-3.0,8.763918880460948e+34,-0.6,36.0,57.554322166106694,2273.2720342395623
-9.5,-6.0,-15.5,-3.5,7.140356865811406e+34,-0.6190476190476191,34.5,56.180512635610576,2162.008095634741
-9.5,-5.5,-15.0,-4.0,5.744050832193523e+34,-0.6363636363636364,33.0,54.886246000250374,2064.964974428198
-9.5,-5.0,-14.5,-4.5,4.555163096578122e+34,-0.6521739130434783,31.5,53.67727638395971,1980.67343762285
-9.5,-4.5,-14.0,-5.0,3.554272299382717e+34,-0.6666666666666666,30.0,52.55949010407159,1908.001643936616
-9.5,-4.0,-13.5,-5.5,2.722431753529829e+34,-0.68,28.5,51.53882032022076,1846.0949911078476
-9.5,-3.5,-13.0,-6.0,2.0412326271631e+34,-0.6923076923076923,27.0,50.62114182829147,1794.323514051529
-9.5,-3.0,-12.5,-6.5,1.492872349097892e+34,-0.7037037037037037,25.5,49.81214711292819,1752.236340559019
-9.5,-2.5,-12.0,-7.0,1.0602286590434296e+34,-0.7142857142857143,24.0,49.11720676097125,1719.5227456080913
-9.5,-2.0,-11.5,-7.5,7.269397605970681e+33,-0.7241379310344828,22.5,48.54121959736899,1695.9793435410113
-9.5,-1.5,-11.0,-8.0,4.774910742744769e+33,-0.7333333333333333,21.0,48.08846015417836,1681.4829337757292
-9.5,-1.0,-10.5,-8.5,2.9730913072980495e+33,-0.7419354838709677,19.5,47.762432936356994,1675.9684810272952
-9.5,-0.5,-10.0,-9.0,1.728631912002964e+33,-0.75,18.0,47.56574397610111,1679.4116737812146
-9.5,0.0,-9.5,-9.5,9.177523348249194e+32,-0.7575757575757576,16.5,47.5,1691.8154719783863
-9.5,0.5,-9.0,-10.0,4.2938997858298155e+32,-0.7647058823529411,15.0,47.56574397610111,1713.2000320829088
-9.5,1.0,-8.5,-10.5,1.664884883401524e+32,-0.7714285714285715,13.5,47.762432936356994,1743.5953889813716
-9.5,1.5,-8.0,-11.0,4.739275884136794e+31,-0.7777777777777778,12.0,48.08846015417836,1783.0362823485202
-9.5,2.0,-7.5,-11.5,7.359302160714884e+30,-0.7837837837837838,10.5,48.54121959736899,1831.5585425039387
-9.5,2.5,-7.0,-12.0,1.917557262674654e+29,-0.7894736842105263,9.0,49.11720676097125,1889.1965002143243
-9.5,3.0,-6.5,-12.5,1.2200242563341505e+28,-0.7948717948717948,7.5,49.81214711292819,1955.980961016442
-9.5,3.5,-6.0,-13.0,3.179934177553544e+30,-0.8,6.0,50.62114182829147,2031.9373950420454
-9.5,4.0,-5.5,-13.5,3.0370425850496183e+31,-0.8048780487804879,4.5,51.53882032022076,2117.0841493091666
-9.5,4.5,-5.0,-14.0,1.288283462767769e+32,-0.8095238095238095,3.0,52.55949010407159,2211.4307063097094
-9.5,5.0,-4.5,-14.5,3.748098875603968e+32,-0.813953488372093,1.5,53.67727638395971,2314.9763098230487
-9.5,5.5,-4.0,-15.0,8.762310059363123e+32,-0.8181818181818182,0.0,54.886246000250374,2427.709679618617
-9.5,6.0,-3.5,-15.5,1.7755398102899323e+33,-0.8222222222222222,-1.5,56.180512635610576,2549.6110687408564
-9.5,6.5,-3.0,-16.0,3.25283306263682e+33,-0.8260869565217391,-3.0,57.554322166106694,2680.6586129165917
-9.5,7.0,-2.5,-16.5,5.529238685161881e+33,-0.8297872340425532,-4.5,59.002118606029725,2820.8418196814328
-9.5,7.5,-2.0,-17.0,8.870588299802989e+33,-0.8333333333333334,-6.0,60.51859218455102,2970.186190785253
-9.5,8.0,-1.5,-17.5,1.3591406184410678e+34,-0.8367346938775511,-7.5,62.09871174187111,3128.7944201076953
-9.5,8.5,-1.0,-18.0,2.005924364054581e+34,-0.84,-9.0,63.73774391990981,3296.9114267529826
-9.5,9.0,-0.5,-18.5,2.869939066164242e+34,-0.8431372549019608,-10.5,65.43126164151201,3475.0227490501943
-9.5,9.5,0.0,-19.0,4e+34,-0.8461538461538461,-12.0,67.175144212722,3663.998636481574
-9.5,10.0,0.5,-19.5,5.451766229462778e+34,-0.8490566037735849,-13.5,68.96557112066861,3865.2996500188838
-9.0,-10.0,-19.0,1.0,2.4428291789791493e+35,-0.42857142857142855,48.0,67.26812023536856,3387.162038852778
-9.0,-9.5,-18.5,0.5,2.10075793347901e+35,-0.4666666666666667,46.5,65.43126164151201,3120.7423373211313
-9.0,-9.0,-18.0,0.0,1.7939148373683284e+35,-0.5,45.0,63.63961030678928,2889.001972570245
-9.0,-8.5,-17.5,-0.5,1.5201659833413253e+35,-0.5294117647058824,43.5,61.89709201569974,2686.648367225612
-9.0,-8.0,-17.0,-1.0,1.2773924100373471e+35,-0.5555555555555556,42.0,60.20797289396148,2509.3032973848995
-9.0,-7.5,-16.5,-1.5,1.0634937008365297e+35,-0.5789473684210527,40.5,58.5768725692999,2353.370556876345
-9.0,-7.0,-16.0,-2.0,8.763918880460948e+34,-0.6,39.0,57.00877125495689,2215.9225642508854
-9.0,-6.5,-15.5,-2.5,7.140356865811406e+34,-0.6190476190476191,37.5,55.50900827793629,2094.6013696019495
-9.0,-6.0,-15.0,-3.0,5.744050832193523e+34,-0.6363636363636364,36.0,54.083269131959845,1987.531347203796
-9.0,-5.5,-14.5,-3.5,4.555163096578122e+34,-0.6521739130434783,34.5,52.73755777432246,1893.2418899758554
-9.0,-5.0,-14.0,-4.0,3.554272299382717e+34,-0.6666666666666666,33.0,51.478150704935004,1810.5990106318675
-9.0,-4.5,-13.5,-4.5,2.722431753529829e+34,-0.68,31.5,50.31152949374526,1738.7450906534623
-9.0,-4.0,-13.0,-5.0,2.0412326271631e+34,-0.6923076923076923,30.0,49.244289008980516,1677.0462045577387
-9.0,-3.5,-12.5,-5.5,1.492872349097892e+34,-0.7037037037037037,28.5,48.28301978956992,1625.0465408374896
-9.0,-3.0,-12.0,-6.0,1.0602286590434296e+34,-0.7142857142857143,27.0,47.43416490252569,1582.4294758295418
-9.0,-2.5,-11.5,-6.5,7.269397605970681e+33,-0.7241379310344828,25.5,46.703854230673514,1548.9848530578365
-9.0,-2.0,-11.0,-7.0,4.774910742744769e+33,-0.7333333333333333,24.0,46.09772228646444,1524.5819920481563
-9.0,-1.5,-10.5,-7.5,2.9730913072980495e+33,-0.7419354838709677,22.5,45.62071897723665,1509.1479078024577
-9.0,-1.0,-10.0,-8.0,1.728631912002964e+33,-0.75,21.0,45.27692569068709,1502.6501743509923
-9.0,-0.5,-9.5,-8.5,9.177523348249194e+32,-0.7575757575757576,19.5,45.069390943299865,1505.0838217902372
-9.0,0.0,-9.0,-9.0,4.2938997858298155e+32,-0.7647058823529411,18.0,45.0,1516.4616239514655
-9.0,0.5,-8.5,-9.5,1.664884883401524e+32,-0.7714285714285715,16.5,45.069390943299865,1536.807119943186
-9.0,1.0,-8.0,-10.0,4.739275884136794e+31,-0.7777777777777778,15.0,45.27692569068709,1566.1497218977227
-9.0,1.5,-7.5,-10.5,7.359302160714884e+30,-0.7837837837837838,13.5,45.62071897723665,1604.521295914667
-9.0,2.0,-7.0,-11.0,1.917557262674654e+29,-0.7894736842105263,12.0,46.09772228646444,1651.953664824112
-9.0,2.5,-6.5,-11.5,1.2200242563341505e+28,-0.7948717948717948,10.5,46.703854230673514,1708.4765718688427
-9.0,3.0,-6.0,-12.0,3.179934177553544e+30,-0.8,9.0,47.43416490252569,1774.1157681337568
-9.0,3.5,-5.5,-12.5,3.0370425850496183e+31,-0.8048780487804879,7.5,48.28301978956992,1848.891052227746
-9.0,4.0,-5.0,-13.0,1.288283462767769e+32,-0.8095238095238095,6.0,49.244289008980516,1932.8143123327104
-9.0,4.5,-4.5,-13.5,3.748098875603968e+32,-0.813953488372093,4.5,50.31152949374526,2025.8879177192284
-9.0,5.0,-4.0,-14.0,8.762310059363123e+32,-0.8181818181818182,3.0,51.478150704935004,2128.1042037428515
-9.0,5.5,-3.5,-14.5,1.7755398102899323e+33,-0.8222222222222222,1.5,52.73755777432246,2239.4473204779415
-9.0,6.0,-3.0,-15.0,3.25283306263682e+33,-0.8260869565217391,0.0,54.083269131959845,2359.8994046044
-9.0,6.5,-2.5,-15.5,5.529238685161881e+33,-0.8297872340425532,-1.5,55.50900827793629,2489.453926485947
-9.0,7.0,-2.0,-16.0,8.870588299802989e+33,-0.8333333333333334,-3.0,57.00877125495689,2628.1402058980207
-9.0,7.5,-1.5,-16.5,1.3591406184410678e+34,-0.8367346938775511,-4.5,58.5768725692999,2776.0645355568363
-9.0,8.0,-1.0,-17.0,2.005924364054581e+34,-0.84,-6.0,60.20797289396148,2933.4751673956985
-9.0,8.5,-0.5,-17.5,2.869939066164242e+34,-0.8431372549019608,-7.5,61.89709201569974,3100.8606819921615
-9.0,9.0,0.0,-18.0,4e+34,-0.8461538461538461,-9.0,63.63961030678928,3279.0940729642043
-9.0,9.5,0.5,-18.5,5.451766229462778e+34,-0.8490566037735849,-10.5,65.43126164151201,3469.6383521542452
-9.0,10.0,1.0,-19.0,7.288347488200228e+34,-0.8518518518518519,-12.0,67.26812023536856,3674.833759227206
-8.5,-10.0,-18.5,1.5,2.10075793347901e+35,-0.4666666666666667,49.5,65.62202374203343,3134.5931457682627
-8.5,-9.5,-18.0,1.0,1.7939148373683284e+35,-0.5,48.0,63.73774391990981,2892.612237698082
-8.5,-9.0,-17.5,0.5,1.5201659833413253e+35,-0.5294117647058824,46.5,61.89709201569974,2680.0483672256123
-8.5,-8.5,-17.0,0.0,1.2773924100373471e+35,-0.5555555555555556,45.0,60.10407640085653,2492.5247280969757
-8.5,-8.0,-16.5,-0.5,1.0634937008365297e+35,-0.5789473684210527,43.5,58.36308764964376,2326.4463739344537
-8.5,-7.5,-16.0,-1.0,8.763918880460948e+34,-0.6,42.0,56.67892024377316,2178.886744812396
-8.5,-7.0,-15.5,-1.5,7.140356865811406e+34,-0.6190476190476191,40.5,55.0567888638631,2047.4885763793518
-8.5,-6.5,-15.0,-2.0,5.744050832193523e+34,-0.6363636363636364,39.0,53.502336397581736,1930.376477242875
-8.5,-6.0,-14.5,-2.5,4.555163096578122e+34,-0.6521739130434783,37.5,52.021630116712025,1826.079492092713
-8.5,-5.5,-14.0,-3.0,3.554272299382717e+34,-0.6666666666666666,36.0,50.62114182829147,1733.462559453407
-8.5,-5.0,-13.5,-3.5,2.722431753529829e+34,-0.68,34.5,49.307707308290055,1651.6661126734666
-8.5,-4.5,-13.0,-4.0,2.0412326271631e+34,-0.6923076923076923,33.0,48.08846015417836,1580.0532632591508
-8.5,-4.0,-12.5,-4.5,1.492872349097892e+34,-0.7037037037037037,31.5,46.97073557013984,1518.1641040443546
-8.5,-3.5,-12.0,-5.0,1.0602286590434296e+34,-0.7142857142857143,30.0,45.961940777125584,1465.6767085192423
-8.5,-3.0,-11.5,-5.5,7.269397605970681e+33,-0.7241379310344828,28.5,45.069390943299865,1422.3744011383917
-8.5,-2.5,-11.0,-6.0,4.774910742744769e+33,-0.7333333333333333,27.0,44.30011286667337,1388.1188438570066
-8.5,-2.0,-10.5,-6.5,2.9730913072980495e+33,-0.7419354838709677,25.5,43.66062299143244,1362.8284357243801
-8.5,-1.5,-10.0,-7.0,1.728631912002964e+33,-0.75,24.0,43.156691254080165,1346.46146375233
-8.5,-1.0,-9.5,-7.5,9.177523348249194e+32,-0.7575757575757576,22.5,42.79310692155922,1339.0033839098105
-8.5,-0.5,-9.0,-8.0,4.2938997858298155e+32,-0.7647058823529411,21.0,42.573465914816005,1340.4575614199775
-8.5,0.0,-8.5,-8.5,1.664884883401524e+32,-0.7714285714285715,19.5,42.5,1350.8387701313354
-8.5,0.5,-8.0,-9.0,4.739275884136794e+31,-0.7777777777777778,18.0,42.573465914816005,1370.1687506650137
-8.5,1.0,-7.5,-9.5,7.359302160714884e+30,-0.7837837837837838,16.5,42.79310692155922,1398.4731622208926
-8.5,1.5,-7.0,-10.0,1.917557262674654e+29,-0.7894736842105263,15.0,43.156691254080165,1435.779335502225
-8.5,2.0,-6.5,-10.5,1.2200242563341505e+28,-0.7948717948717948,13.5,43.66062299143244,1482.1143436846683
-8.5,2.5,-6.0,-11.0,3.179934177553544e+30,-0.8,12.0,44.30011286667337,1537.5030543309445
-8.5,3.0,-5.5,-11.5,3.0370425850496183e+31,-0.8048780487804879,10.5,45.069390943299865,1601.966010882231
-8.5,3.5,-5.0,-12.0,1.288283462767769e+32,-0.8095238095238095,9.0,45.961940777125584,1675.5172276079124
-8.5,4.0,-4.5,-12.5,3.748098875603968e+32,-0.813953488372093,7.5,46.97073557013984,1758.1622842990582
-8.5,4.5,-4.0,-13.0,8.762310059363123e+32,-0.8181818181818182,6.0,48.08846015417836,1849.8975017720127
-8.5,5.0,-3.5,-13.5,1.7755398102899323e+33,-0.8222222222222222,4.5,49.307707308290055,1950.71149804112
-8.5,5.5,-3.0,-14.0,3.25283306263682e+33,-0.8260869565217391,3.0,50.62114182829147,2060.591104774576
-8.5,6.0,-2.5,-14.5,5.529238685161881e+33,-0.8297872340425532,1.5,52.021630116712025,2179.5345063726804
-8.5,6.5,-2.0,-15.0,8.870588299802989e+33,-0.8333333333333334,0.0,53.502336397581736,2307.5755976135843
-8.5,7.0,-1.5,-15.5,1.3591406184410678e+34,-0.8367346938775511,-1.5,55.0567888638631,2444.8249959367386
-8.5,7.5,-1.0,-16.0,2.005924364054581e+34,-0.84,-3.0,56.67892024377316,2591.5349569717337
-8.5,8.0,-0.5,-16.5,2.869939066164242e+34,-0.8431372549019608,-4.5,58.36308764964376,2748.197706005469
-8.5,8.5,0.0,-17.0,4e+34,-0.8461538461538461,-6.0,60.10407640085653,2915.6895094468337
-8.5,9.0,0.5,-17.5,5.451766229462778e+34,-0.8490566037735849,-7.5,61.89709201569974,3095.4762850962125
-8.5,9.5,1.0,-18.0,7.288347488200228e+34,-0.8518518518518519,-9.0,63.73774391990981,3289.9008289622293
-8.5,10.0,1.5,-18.5,9.580965131659256e+34,-0.8545454545454545,-10.5,65.62202374203343,3502.576990113019
-8.0,-10.0,-18.0,2.0,1.7939148373683284e+35,-0.5,51.0,64.03124237432849,2916.6479961987793
-8.0,-9.5,-17.5,1.5,1.5201659833413253e+35,-0.5294117647058824,49.5,62.09871174187111,2693.8394587316698
-8.0,-9.0,-17.0,1.0,1.2773924100373471e+35,-0.5555555555555556,48.0,60.20797289396148,2496.1032973848996
-8.0,-8.5,-16.5,0.5,1.0634937008365297e+35,-0.5789473684210527,46.5,58.36308764964376,2319.846373934454
-8.0,-8.0,-16.0,0.0,8.763918880460948e+34,-0.6,45.0,56.5685424949238,2162.1438224310677
-8.0,-7.5,-15.5,-0.5,7.140356865811406e+34,-0.6190476190476191,43.5,54.82928049865327,2020.639872388006
-8.0,-7.0,-15.0,-1.0,5.744050832193523e+34,-0.6363636363636364,42.0,53.15072906367325,1893.4603175793723
-8.0,-6.5,-14.5,-1.5,4.555163096578122e+34,-0.6521739130434783,40.5,51.53882032022076,1779.1349459734151
-8.0,-6.0,-14.0,-2.0,3.554272299382717e+34,-0.6666666666666666,39.0,49.99999999999999,1676.5288395090097
-8.0,-5.5,-13.5,-2.5,2.722431753529829e+34,-0.68,37.5,48.54121959736899,1584.781795083532
-8.0,-5.0,-13.0,-3.0,2.0412326271631e+34,-0.6923076923076923,36.0,47.16990566028301,1503.2553129755747
-8.0,-4.5,-12.5,-3.5,1.492872349097892e+34,-0.7037037037037037,34.5,45.89389937671454,1431.4867031081938
-8.0,-4.0,-12.0,-4.0,1.0602286590434296e+34,-0.7142857142857143,33.0,44.721359549995796,1369.1499052684565
-8.0,-3.5,-11.5,-4.5,7.269397605970681e+33,-0.7241379310344828,31.5,43.66062299143244,1316.0226248736622
-8.0,-3.0,-11.0,-5.0,4.774910742744769e+33,-0.7333333333333333,30.0,42.720018726587654,1271.9593616274783
-8.0,-2.5,-10.5,-5.5,2.9730913072980495e+33,-0.7419354838709677,28.5,41.907636535600524,1236.869861231456
-8.0,-2.0,-10.0,-6.0,1.728631912002964e+33,-0.75,27.0,41.23105625617661,1210.7024562408
-8.0,-1.5,-9.5,-6.5,9.177523348249194e+32,-0.7575757575757576,25.5,40.697051490249265,1193.4316887820155
-8.0,-1.0,-9.0,-7.0,4.2938997858298155e+32,-0.7647058823529411,24.0,40.311288741492746,1185.0495358732553
-8.0,-0.5,-8.5,-7.5,1.664884883401524e+32,-0.7714285714285715,22.5,40.078048854703496,1185.5595014304663
-8.0,0.0,-8.0,-8.0,4.739275884136794e+31,-0.7777777777777778,21.0,40.0,1194.9728131965014
-8.0,0.5,-7.5,-8.5,7.359302160714884e+30,-0.7837837837837838,19.5,40.078048854703496,1213.3059815885995
-8.0,1.0,-7.0,-9.0,1.917557262674654e+29,-0.7894736842105263,18.0,40.311288741492746,1240.579049321456
-8.0,1.5,-6.5,-9.5,1.2200242563341505e+28,-0.7948717948717948,16.5,40.697051490249265,1276.8139869411762
-8.0,2.0,-6.0,-10.0,3.179934177553544e+30,-0.8,15.0,41.23105625617661,1322.032865688677
-8.0,2.5,-5.5,-10.5,3.0370425850496183e+31,-0.8048780487804879,13.5,41.907636535600524,1376.2556601245774
-8.0,3.0,-5.0,-11.0,1.288283462767769e+32,-0.8095238095238095,12.0,42.720018726587654,1439.4977988858714
-8.0,3.5,-4.5,-11.5,3.748098875603968e+32,-0.813953488372093,10.5,43.66062299143244,1511.7679034819487
-8.0,4.0,-4.0,-12.0,8.762310059363123e+32,-0.8181818181818182,9.0,44.721359549995796,1593.066555095017
-8.0,4.5,-3.5,-12.5,1.7755398102899323e+33,-0.8222222222222222,7.5,45.89389937671454,1683.3874416647848
-8.0,5.0,-3.0,-13.0,3.25283306263682e+33,-0.8260869565217391,6.0,47.16990566028301,1782.7229036986214
-8.0,5.5,-2.5,-13.5,5.529238685161881e+33,-0.8297872340425532,4.5,48.54121959736899,1891.0767642290668
-8.0,6.0,-2.0,-14.0,8.870588299802989e+33,-0.8333333333333334,3.0,49.99999999999999,2008.4884478002837
-8.0,6.5,-1.5,-14.5,1.3591406184410678e+34,-0.8367346938775511,1.5,51.53882032022076,2135.0738229267718
-8.0,7.0,-1.0,-15.0,2.005924364054581e+34,-0.84,0.0,53.15072906367325,2271.0900084622835
-8.0,7.5,-0.5,-15.5,2.869939066164242e+34,-0.8431372549019608,-1.5,54.82928049865327,2417.033645335917
-8.0,8.0,0.0,-16.0,4e+34,-0.8461538461538461,-3.0,56.5685424949238,2573.784945929464
-8.0,8.5,0.5,-16.5,5.451766229462778e+34,-0.8490566037735849,-4.5,58.36308764964376,2742.81330910952
-8.0,9.0,1.0,-17.0,7.288347488200228e+34,-0.8518518518518519,-6.0,60.20797289396148,2926.464569604945
-8.0,9.5,1.5,-17.5,9.580965131659256e+34,-0.8545454545454545,-7.5,62.09871174187111,3128.3552061139117
-8.0,10.0,2.0,-18.0,1.240967235322316e+35,-0.8571428571428571,-9.0,64.03124237432849,3353.865269491585
-7.5,-10.0,-17.5,2.5,1.5201659833413253e+35,-0.5294117647058824,52.5,62.5,2728.0323733119603
-7.5,-9.5,-17.0,2.0,1.2773924100373471e+35,-0.5555555555555556,51.0,60.51859218455102,2520.0448912866564
-7.5,-9.0,-16.5,1.5,1.0634937008365297e+35,-0.5789473684210527,49.5,58.5768725692999,2333.570556876345
-7.5,-8.5,-16.0,1.0,8.763918880460948e+34,-0.6,48.0,56.67892024377316,2165.6867448123962
-7.5,-8.0,-15.5,0.5,7.140356865811406e+34,-0.6190476190476191,46.5,54.82928049865327,2014.039872388006
-7.5,-7.5,-15.0,0.0,5.744050832193523e+34,-0.6363636363636364,45.0,53.03300858899106,1876.7577801901236
-7.5,-7.0,-14.5,-0.5,4.555163096578122e+34,-0.6521739130434783,43.5,51.29571132170798,1752.3720454652353
-7.5,-6.5,-14.0,-1.0,3.554272299382717e+34,-0.6666666666666666,42.0,49.623583103198015,1639.7491324414204
-7.5,-6.0,-13.5,-1.5,2.722431753529829e+34,-0.68,40.5,48.02343178074636,1538.0296280749562
-7.5,-5.5,-13.0,-2.0,2.0412326271631e+34,-0.6923076923076923,39.0,46.502688094345686,1446.5750095882306
-7.5,-5.0,-12.5,-2.5,1.492872349097892e+34,-0.7037037037037037,37.5,45.069390943299865,1364.9214994919748
-7.5,-4.5,-12.0,-3.0,1.0602286590434296e+34,-0.7142857142857143,36.0,43.73213921133975,1292.7406171310645
-7.5,-4.0,-11.5,-3.5,7.269397605970681e+33,-0.7241379310344828,34.5,42.5,1229.806051326541
-7.5,-3.5,-11.0,-4.0,4.774910742744769e+33,-0.7333333333333333,33.0,41.38236339311712,1175.966465961566
-7.5,-3.0,-10.5,-4.5,2.9730913072980495e+33,-0.7419354838709677,31.5,40.38873605350877,1131.1238138829606
-7.5,-2.5,-10.0,-5.0,1.728631912002964e+33,-0.75,30.0,39.52847075210474,1095.216676513195
-7.5,-2.0,-9.5,-5.5,9.177523348249194e+32,-0.7575757575757576,28.5,38.81043674065006,1068.208069904811
-7.5,-1.5,-9.0,-6.0,4.2938997858298155e+32,-0.7647058823529411,27.0,38.242646351945886,1050.077069015763
-7.5,-1.0,-8.5,-6.5,1.664884883401524e+32,-0.7714285714285715,25.5,37.83186487605389,1040.813513313039
-7.5,-0.5,-8.0,-7.0,4.739275884136794e+31,-0.7777777777777778,24.0,37.58324094593227,1040.414987993874
-7.5,0.0,-7.5,-7.5,7.359302160714884e+30,-0.7837837837837838,22.5,37.5,1048.8852502894683
-7.5,0.5,-7.0,-8.0,1.917557262674654e+29,-0.7894736842105263,21.0,37.58324094593227,1066.2333121970387
-7.5,1.0,-6.5,-8.5,1.2200242563341505e+28,-0.7948717948717948,19.5,37.83186487605389,1092.4725133192508
-7.5,1.5,-6.0,-9.0,3.179934177553544e+30,-0.8,18.0,38.242646351945886,1127.6191201619458
