alpha_4,alpha_5,alpha_6,chi_squared
-2.0,-3.5,1.125,255.68401159227528
-2.0,-3.5,1.75,255.58614449786376
-2.0,-3.5,2.375,255.30813020507776
-2.0,-3.5,3.0,254.7212882511697
-2.0,-3.0,0.5,206.15545057466517
-2.0,-3.0,1.125,206.07311820729825
-2.0,-3.0,1.75,205.66549791130547
-2.0,-3.0,2.375,204.56760838297046
-2.0,-3.0,3.0,202.56703743648532
-2.0,-2.5,0.5,165.80381002070254
-2.0,-2.5,1.125,165.56591459018972
-2.0,-2.5,1.75,164.43467087053384
-2.0,-2.5,2.375,161.83230695464027
-2.0,-2.5,3.0,159.5644648895955
-2.0,-2.0,0.5,134.38925344261102
-2.0,-2.0,1.125,133.84091780727317
-2.0,-2.0,1.75,131.45685439782807
-2.0,-2.0,2.375,128.19329948344165
-2.0,-2.0,3.0,139.82126627640818
-2.0,-1.5,0.5,111.52565134314955
-2.0,-1.5,1.125,110.44294588902982
-2.0,-1.5,1.75,106.55897408292667
-2.0,-1.5,2.375,110.19549638622736
-2.0,-1.5,3.0,195.2850127102737
-2.0,-1.0,0.5,96.6629617584491
-2.0,-1.0,1.125,94.76491026140663
-2.0,-1.0,1.75,90.4991761532948
-2.0,-1.0,2.375,128.00714174621754
-2.0,-1.0,3.0,469.05756921516485
-2.0,-0.5,0.5,89.10914896342706
-2.0,-0.5,1.125,86.10672773820231
-2.0,-0.5,1.75,86.3202366085115
-2.0,-0.5,2.375,230.87166803527109
-2.0,-0.5,3.0,1295.5991445315335
-2.0,0.0,0.5,88.20921604673265
-2.0,0.0,1.125,83.9197302772075
-2.0,0.0,1.75,101.8398828097553
-2.0,0.0,2.375,524.0018849381396
-2.0,0.0,3.0,3374.24751354982
-2.0,0.5,0.5,93.67596471768094
-2.0,0.5,1.125,88.24517195090309
-2.0,0.5,1.75,153.75332027816245
-2.0,0.5,2.375,1212.4438874676518
-2.0,0.5,3.0,8051.907987138848
-2.0,1.0,0.5,105.77944733317929
-2.0,1.0,1.125,100.07244511494757
-2.0,1.0,1.75,273.69568483548017
-2.0,1.0,2.375,2668.992748569053
-2.0,1.0,3.0,17762.422886092918
-2.0,1.5,0.5,125.15790407022274
-2.0,1.5,1.125,121.4042523079534
-2.0,1.5,1.75,516.8673859026036
-2.0,1.5,2.375,5535.592997473389
-2.0,1.5,3.0,36685.06055305961
-2.0,2.0,0.5,152.48747538769152
-2.0,2.0,1.125,155.29767875450094
-2.0,2.0,1.75,974.5471067353478
-2.0,2.0,2.375,10870.97758920236
-2.0,2.0,3.0,71703.48573927658
-2.0,2.5,0.5,188.30381251894732
-2.0,2.5,1.125,206.21483918084533
-2.0,2.5,1.75,1792.178569665769
-2.0,2.5,2.375,20360.87100116897
-2.0,2.5,3.0,133769.4181285573
-2.0,3.0,0.5,232.98106985477375
-2.0,3.0,1.125,280.7400883200154
-2.0,3.0,1.75,3194.8057227751037
-2.0,3.0,2.375,36611.12396330155
-2.0,3.0,3.0,239802.95920426204
-2.0,3.5,0.5,286.77027791323957
-2.0,3.5,1.125,388.63075099652855
-2.0,3.5,1.75,5521.989451373794
-2.0,3.5,2.375,63549.360168922714
-2.0,3.5,3.0,415295.9211457557
-2.0,4.0,0.5,349.8019759040101
-2.0,4.0,1.125,544.187687071403
-2.0,4.0,1.75,9274.907682531426
-2.0,4.0,2.375,106967.23088169377
-2.0,4.0,3.0,697826.705300313
-2.0,4.5,0.5,421.3188062282356
-2.0,4.5,1.125,767.3129773002861
-2.0,4.5,1.75,15178.39341905328
-2.0,4.5,2.375,175242.69650777144
-2.0,4.5,3.0,1141746.2451866404
-2.0,5.0,0.5,501.05861958138007
-2.0,5.0,1.125,1087.3014532843613
-2.0,5.0,1.75,24265.164501079464
-2.0,5.0,2.375,280295.127271938
-2.0,5.0,3.0,1824361.1709311688
-1.5,-5.0,0.5,432.79356040574555
-1.5,-5.0,1.125,432.79355258078385
-1.5,-5.0,1.75,432.79351304649646
-1.5,-5.0,2.375,432.7933989866514
-1.5,-5.0,3.0,432.79314897205546
-1.5,-4.5,0.5,354.3109637075428
-1.5,-4.5,1.125,354.3089243483615
-1.5,-4.5,1.75,354.2986259015071
-1.5,-4.5,2.375,354.2689614146623
-1.5,-4.5,3.0,354.2041844667133
-1.5,-4.0,0.5,285.4794666395858
-1.5,-4.0,1.125,285.4600041332643
-1.5,-4.0,1.75,285.3621370388528
-1.5,-4.0,2.375,285.0841227460668
-1.5,-4.0,3.0,284.49728079215873
-1.5,-3.5,0.5,226.2412304442961
-1.5,-3.5,1.125,226.15889807692918
-1.5,-3.5,1.75,225.7512777809364
-1.5,-3.5,2.375,224.65338825260142
-1.5,-3.5,3.0,222.65281730611628
-1.5,-3.0,0.5,176.50896421353787
-1.5,-3.0,1.125,176.27106878302502
-1.5,-3.0,1.75,175.13982506336913
-1.5,-3.0,2.375,172.5374611474756
-1.5,-3.0,3.0,170.2696190824308
-1.5,-2.5,0.5,136.14541081900836
-1.5,-2.5,1.125,135.5970751836705
-1.5,-2.5,1.75,133.21301177422538
-1.5,-2.5,2.375,129.949456859839
-1.5,-2.5,3.0,141.57742365280552
-1.5,-2.0,0.5,104.92565134314954
-1.5,-2.0,1.125,103.8429458890298
-1.5,-2.0,1.75,99.95897408292666
-1.5,-2.0,2.375,103.59549638622735
-1.5,-2.0,3.0,188.68501271027367
-1.5,-1.5,0.5,82.46852169180312
-1.5,-1.5,1.125,80.57047019476065
-1.5,-1.5,1.75,76.30473608664883
-1.5,-1.5,2.375,113.81270167957155
-1.5,-1.5,3.0,454.86312914851885
-1.5,-1.0,0.5,68.12552127804004
-1.5,-1.0,1.125,65.12310005281529
-1.5,-1.0,1.75,65.33660892312446
-1.5,-1.0,2.375,209.88804034988405
-1.5,-1.0,3.0,1274.6155168461466
-1.5,-0.5,0.5,60.87789821941742
-1.5,-0.5,1.125,56.58841244989228
-1.5,-0.5,1.75,74.50856498244005
-1.5,-0.5,2.375,496.67056711082444
-1.5,-0.5,3.0,3346.9161957225047
-1.5,0.0,0.5,59.518667069923765
-1.5,0.0,1.125,54.08787430314591
-1.5,0.0,1.75,119.59602263040527
-1.5,0.0,2.375,1178.2865898198945
-1.5,0.0,3.0,8017.75068949109
-1.5,0.5,0.5,63.43999888710828
-1.5,0.5,1.125,57.73299666887656
-1.5,0.5,1.75,231.35623638940913
-1.5,0.5,2.375,2626.653300122982
-1.5,0.5,3.0,17720.083437646845
-1.5,1.0,0.5,73.2315740325929
-1.5,1.0,1.125,69.47792227032355
-1.5,1.0,1.75,464.9410558649737
-1.5,1.0,2.375,5483.666667435758
-1.5,1.0,3.0,36633.13422302198
-1.5,1.5,0.5,90.08291187032155
-1.5,1.5,1.125,92.89311523713097
-1.5,1.5,1.75,912.142543217978
-1.5,1.5,2.375,10808.573025684991
-1.5,1.5,3.0,71641.08117575922
-1.5,2.0,0.5,114.99677078364897
-1.5,2.0,1.125,132.90779744554698
-1.5,2.0,1.75,1718.8715279304704
-1.5,2.0,2.375,20287.56395943367
-1.5,2.0,3.0,133696.111086822
-1.5,2.5,0.5,148.60814137591055
-1.5,2.5,1.125,196.3671598411522
-1.5,2.5,1.75,3110.4327942962404
-1.5,2.5,2.375,36526.75103482269
-1.5,2.5,3.0,239718.58627578316
-1.5,3.0,0.5,191.28851788047828
-1.5,3.0,1.125,293.1489909637673
-1.5,3.0,1.75,5426.507691341031
-1.5,3.0,2.375,63453.878408889956
-1.5,3.0,3.0,415200.439385723
-1.5,3.5,0.5,243.21883446086974
-1.5,3.5,1.125,437.6045456282627
-1.5,3.5,1.75,9168.324541088285
-1.5,3.5,2.375,106860.64774025063
-1.5,3.5,3.0,697720.1221588698
-1.5,4.0,0.5,303.660549504816
-1.5,4.0,1.125,649.6547205768666
-1.5,4.0,1.75,15060.73516232986
-1.5,4.0,2.375,175125.03825104804
-1.5,4.0,3.0,1141628.5869299169
-1.5,4.5,0.5,372.35669829563335
-1.5,4.5,1.125,958.5995319986147
-1.5,4.5,1.75,24136.46257979372
-1.5,4.5,2.375,280166.42535065225
-1.5,4.5,3.0,1824232.469009883
-1.5,5.0,0.5,449.39686246398605
-1.5,5.0,1.125,1406.1309894809724
-1.5,5.0,1.75,37844.216291997574
-1.5,5.0,2.375,438691.5479315619
-1.5,5.0,3.0,2853870.8089140495
-1.0,-5.0,0.5,413.18188056568687
-1.0,-5.0,1.125,413.17984120650556
-1.0,-5.0,1.75,413.16954275965116
-1.0,-5.0,2.375,413.1398782728063
-1.0,-5.0,3.0,413.0751013248573
-1.0,-4.5,0.5,334.0907818499246
-1.0,-4.5,1.125,334.07131934360314
-1.0,-4.5,1.75,333.9734522491916
-1.0,-4.5,2.375,333.69543795640567
-1.0,-4.5,3.0,333.1085960024976
-1.0,-4.0,0.5,264.72270594543915
-1.0,-4.0,1.125,264.6403735780723
-1.0,-4.0,1.75,264.23275328207944
-1.0,-4.0,2.375,263.13486375374447
-1.0,-4.0,3.0,261.1342928072593
-1.0,-3.5,0.5,205.04525730779704
-1.0,-3.5,1.125,204.80736187728422
-1.0,-3.5,1.75,203.67611815762834
-1.0,-3.5,2.375,201.07375424173478
-1.0,-3.5,3.0,198.80591217669001
-1.0,-3.0,0.5,155.0083637185008
-1.0,-3.0,1.125,154.46002808316297
-1.0,-3.0,1.75,152.07596467371786
-1.0,-3.0,2.375,148.81240975933144
-1.0,-3.0,3.0,160.44037655229798
-1.0,-2.5,0.5,114.52963524505009
-1.0,-2.5,1.125,113.44692979093035
-1.0,-2.5,1.75,109.56295798482721
-1.0,-2.5,2.375,113.1994802881279
-1.0,-2.5,3.0,198.28899661217423
-1.0,-2.0,0.5,83.46296175844908
-1.0,-2.0,1.125,81.56491026140661
-1.0,-2.0,1.75,77.29917615329478
-1.0,-2.0,2.375,114.80714174621751
-1.0,-2.0,3.0,455.8575692151648
-1.0,-1.5,0.5,61.52552127804003
-1.0,-1.5,1.125,58.52310005281527
-1.0,-1.5,1.75,58.73660892312446
-1.0,-1.5,2.375,203.28804034988406
-1.0,-1.5,3.0,1268.0155168461465
-1.0,-1.0,0.5,48.11834308147251
-1.0,-1.0,1.125,43.828857311947374
-1.0,-1.0,1.75,61.749009844495156
-1.0,-1.0,2.375,483.9110119728795
-1.0,-1.0,3.0,3334.1566405845597
-1.0,-0.5,0.5,41.92273237930165
-1.0,-0.5,1.125,36.4919396125238
-1.0,-0.5,1.75,102.00008793978316
-1.0,-0.5,2.375,1160.6906551292725
-1.0,-0.5,3.0,8000.154754800468
-1.0,0.0,0.5,40.57131671442348
-1.0,0.0,1.125,34.86431449619176
-1.0,0.0,1.75,208.48755421672433
-1.0,0.0,2.375,2603.784617950297
-1.0,0.0,3.0,17697.21475547416
-1.0,0.5,0.5,42.46196937960063
-1.0,0.5,1.125,38.70831761733129
-1.0,0.5,1.75,434.17145121198143
-1.0,0.5,2.375,5452.897062782766
-1.0,0.5,3.0,36602.364618368985
-1.0,1.0,0.5,49.178348352951616
-1.0,1.0,1.125,51.988551719761034
-1.0,1.0,1.75,871.237979700608
-1.0,1.0,2.375,10767.668462167623
-1.0,1.0,3.0,71600.17661224183
-1.0,1.5,0.5,63.07044074601912
-1.0,1.5,1.125,80.98146740791714
-1.0,1.5,1.75,1666.9451978928407
-1.0,1.5,2.375,20235.63762939604
-1.0,1.5,3.0,133644.18475678438
-1.0,2.0,0.5,85.44186054878922
-1.0,2.0,1.125,133.20087901403087
-1.0,2.0,1.75,3047.266513469119
-1.0,2.0,2.375,36463.58475399557
-1.0,2.0,3.0,239655.41999495603
-1.0,2.5,0.5,116.88030585424515
-1.0,2.5,1.125,218.74077893753415
-1.0,2.5,1.75,5352.099479314799
-1.0,2.5,2.375,63379.47019686372
-1.0,2.5,3.0,415126.03117369674
-1.0,3.0,0.5,157.62307901186807
-1.0,3.0,1.125,352.00879017926104
-1.0,3.0,1.75,9082.728785639283
-1.0,3.0,2.375,106775.05198480163
-1.0,3.0,3.0,697634.5264034207
-1.0,3.5,0.5,206.93909002532496
-1.0,3.5,1.125,552.9332610973754
-1.0,3.5,1.75,14964.01370285037
-1.0,3.5,2.375,175028.31679156853
-1.0,3.5,3.0,1141531.8654704376
-1.0,4.0,0.5,264.56524707309336
-1.0,4.0,1.125,850.8080807760746
-1.0,4.0,1.75,24028.67112857118
-1.0,4.0,2.375,280058.6338994297
-1.0,4.0,3.0,1824124.6775586605
-1.0,4.5,0.5,330.58234067372894
-1.0,4.5,1.125,1287.3164676907154
-1.0,4.5,1.75,37725.40177020732
-1.0,4.5,2.375,438572.7334097716
-1.0,4.5,3.0,2853751.9943922595
-1.0,5.0,0.5,405.07555050582687
-1.0,5.0,1.125,1920.2714939585392
-1.0,5.0,1.75,58058.81991010639
-1.0,5.0,2.375,673678.9892672218
-1.0,5.0,3.0,4380250.305056175
-0.5,-5.0,0.5,402.07372834728955
-0.5,-5.0,1.125,402.05426584096807
-0.5,-5.0,1.75,401.95639874655654
-0.5,-5.0,2.375,401.6783844537706
-0.5,-5.0,3.0,401.0915424998625
-0.5,-4.5,0.5,322.2465650005354
-0.5,-4.5,1.125,322.16423263316847
-0.5,-4.5,1.75,321.7566123371757
-0.5,-4.5,2.375,320.6587228088407
-0.5,-4.5,3.0,318.65815186235557
-0.5,-4.0,0.5,252.1907242462991
-0.5,-4.0,1.125,251.95282881578623
-0.5,-4.0,1.75,250.82158509613038
-0.5,-4.0,2.375,248.21922118023684
-0.5,-4.0,3.0,245.95137911519203
-0.5,-3.5,0.5,191.89381695998094
-0.5,-3.5,1.125,191.3454813246431
-0.5,-3.5,1.75,188.96141791519796
-0.5,-3.5,2.375,185.69786300081157
-0.5,-3.5,3.0,197.3258297937781
-0.5,-3.0,0.5,141.337666551549
-0.5,-3.0,1.125,140.25496109742926
-0.5,-3.0,1.75,136.3709892913261
-0.5,-3.0,2.375,140.0075115946268
-0.5,-3.0,3.0,225.09702791867315
-0.5,-2.5,0.5,100.4933128277925
-0.5,-2.5,1.125,98.59526133075002
-0.5,-2.5,1.75,94.32952722263819
-0.5,-2.5,2.375,131.83749281556092
-0.5,-2.5,3.0,472.8879202845082
-0.5,-2.0,0.5,69.30914896342703
-0.5,-2.0,1.125,66.30672773820228
-0.5,-2.0,1.75,66.52023660851147
-0.5,-2.0,2.375,211.07166803527105
-0.5,-2.0,3.0,1275.7991445315336
-0.5,-1.5,0.5,47.6778982194174
-0.5,-1.5,1.125,43.388412449892265
-0.5,-1.5,1.75,61.308564982440046
-0.5,-1.5,2.375,483.4705671108244
-0.5,-1.5,3.0,3333.716195722505
-0.5,-1.0,0.5,35.32273237930164
-0.5,-1.0,1.125,29.89193961252379
-0.5,-1.0,1.75,95.40008793978315
-0.5,-1.0,2.375,1154.0906551292724
-0.5,-1.0,3.0,7993.554754800468
-0.5,-0.5,0.5,31.275880231793415
-0.5,-0.5,1.125,25.568878013561694
-0.5,-0.5,1.75,199.1921177340943
-0.5,-0.5,2.375,2594.489181467667
-0.5,-0.5,3.0,17687.919318991528
-0.5,0.0,0.5,31.35790407022273
-0.5,0.0,1.125,27.604252307953384
-0.5,0.0,1.75,423.0673859026036
-0.5,0.0,2.375,5441.792997473389
-0.5,0.0,3.0,36591.26055305961
-0.5,0.5,0.5,29.773784835581665
-0.5,0.5,1.125,32.58398820239108
-0.5,0.5,1.75,851.833416183238
-0.5,0.5,2.375,10748.263898650252
-0.5,0.5,3.0,71580.77204872448
-0.5,1.0,0.5,32.30083609302686
-0.5,1.0,1.125,50.211862754924866
-0.5,1.0,1.75,1636.1755932398482
-0.5,1.0,2.375,20204.86802474305
-0.5,1.0,3.0,133613.4151521314
-0.5,1.5,0.5,43.10241210271822
-0.5,1.5,1.125,90.86143056795984
-0.5,1.5,1.75,3004.927065023048
-0.5,1.5,2.375,36421.2453055495
-0.5,1.5,3.0,239613.08054650997
-0.5,2.0,0.5,63.13361960010177
-0.5,2.0,1.125,164.99409268339076
-0.5,2.0,1.75,5298.352793060655
-0.5,2.0,2.375,63325.723510609576
-0.5,2.0,3.0,415072.2844874426
-0.5,2.5,0.5,92.62419635459769
-0.5,2.5,1.125,287.00990752199067
-0.5,2.5,1.75,9017.729902982013
-0.5,2.5,2.375,106710.05310214436
-0.5,2.5,3.0,697569.5275207635
-0.5,3.0,0.5,130.80261621133155
-0.5,3.0,1.125,476.79678728338206
-0.5,3.0,1.75,14887.877229036376
-0.5,3.0,2.375,174952.18031775454
-0.5,3.0,3.0,1141455.7289966235
-0.5,3.5,0.5,177.37346936442873
-0.5,3.5,1.125,763.61630306741
-0.5,3.5,1.75,23941.479350862515
-0.5,3.5,2.375,279971.44212172105
-0.5,3.5,3.0,1824037.4857809518
-0.5,4.0,0.5,232.39503292240104
-0.5,4.0,1.125,1189.1291599393876
-0.5,4.0,1.75,37627.21446245599
-0.5,4.0,2.375,438474.54610202025
-0.5,4.0,3.0,2853653.8070845082
-0.5,4.5,0.5,295.93704148023903
-0.5,4.5,1.125,1811.1329849329513
-0.5,4.5,1.75,57949.6814010808
-0.5,4.5,2.375,673569.8507581962
-0.5,4.5,3.0,4380141.166547149
-0.5,5.0,0.5,368.0933244418361
-0.5,5.0,1.125,2708.8241046153857
-0.5,5.0,1.75,87649.83960945478
-0.5,5.0,2.375,1016844.1932084281
-0.5,5.0,3.0,6608294.570004603
0.0,-5.0,0.5,399.40811064992477
0.0,-5.0,1.125,399.32577828255785
0.0,-5.0,1.75,398.91815798656506
0.0,-5.0,2.375,397.8202684582301
0.0,-5.0,3.0,395.81969751174495
0.0,-4.5,0.5,318.6967682854042
0.0,-4.5,1.125,318.4588728548913
0.0,-4.5,1.75,317.32762913523544
0.0,-4.5,2.375,314.7252652193419
0.0,-4.5,3.0,312.4574231542971
0.0,-4.0,0.5,247.77099937313122
0.0,-4.0,1.125,247.2226637377934
0.0,-4.0,1.75,244.83860032834826
0.0,-4.0,2.375,241.57504541396187
0.0,-4.0,3.0,253.2030122069284
0.0,-3.5,0.5,186.6256513431495
0.0,-3.5,1.125,185.5429458890298
0.0,-3.5,1.75,181.65897408292665
0.0,-3.5,2.375,185.29549638622734
0.0,-3.5,3.0,270.38501271027366
0.0,-3.0,0.5,135.2548311396933
0.0,-3.0,1.125,133.3567796426508
0.0,-3.0,1.75,129.09104553453898
0.0,-3.0,2.375,166.59901112746172
0.0,-3.0,3.0,507.649438596409
0.0,-2.5,0.5,93.65185131566984
0.0,-2.5,1.125,90.6494300904451
0.0,-2.5,1.75,90.86293896075428
0.0,-2.5,2.375,235.41437038751388
0.0,-2.5,3.0,1300.1418468837765
0.0,-2.0,0.5,61.80921604673261
0.0,-2.0,1.125,57.51973027720747
0.0,-2.0,1.75,75.43988280975525
0.0,-2.0,2.375,497.60188493813956
0.0,-2.0,3.0,3347.8475135498197
0.0,-1.5,0.5,39.71866706992374
0.0,-1.5,1.125,34.28787430314589
0.0,-1.5,1.75,99.79602263040525
0.0,-1.5,2.375,1158.4865898198946
0.0,-1.5,3.0,7997.950689491091
0.0,-1.0,0.5,27.371316714423465
0.0,-1.0,1.125,21.664314496191743
0.0,-1.0,1.75,195.28755421672432
0.0,-1.0,2.375,2590.5846179502973
0.0,-1.0,3.0,17684.01475547416
0.0,-0.5,0.5,24.75790407022272
0.0,-0.5,1.125,21.004252307953376
0.0,-0.5,1.75,416.46738590260355
0.0,-0.5,2.375,5435.1929974733885
0.0,-0.5,3.0,36584.66055305961
0.0,0.0,0.5,31.869193818224215
0.0,0.0,1.125,34.67939718503363
0.0,0.0,1.75,853.9288251658805
0.0,0.0,2.375,10750.359307632894
0.0,0.0,3.0,71582.8674577071
0.0,0.5,0.5,21.196770783648955
0.0,0.5,1.125,39.107797445546964
0.0,0.5,1.75,1625.0715279304704
0.0,0.5,2.375,20193.763959433672
0.0,0.5,3.0,133602.311086822
0.0,1.0,0.5,20.233729930033423
0.0,1.0,1.125,67.99274839527506
0.0,1.0,1.75,2982.058382850363
0.0,1.0,2.375,36398.37662337681
0.0,1.0,3.0,239590.21186433727
0.0,1.5,0.5,28.976321952344588
0.0,1.5,1.125,130.83679503563357
0.0,1.5,1.75,5264.195495412898
0.0,1.5,2.375,63291.56621296182
0.0,1.5,3.0,415038.12718979485
0.0,2.0,0.5,47.38571466649848
0.0,2.0,1.125,241.77142583389147
0.0,2.0,1.75,8972.491421293915
0.0,2.0,2.375,106664.81462045625
0.0,2.0,3.0,697524.2890390754
0.0,2.5,0.5,74.59060100293206
0.0,2.5,1.125,420.58477207498254
0.0,2.5,1.75,14831.665213827977
0.0,2.5,2.375,174895.96830254616
0.0,2.5,3.0,1141399.516981415
0.0,3.0,0.5,110.25065177757901
0.0,3.0,1.125,696.4934854805603
0.0,3.0,1.75,23874.356533275666
0.0,3.0,2.375,279904.3193041342
0.0,3.0,3.0,1823970.362963365
0.0,3.5,0.5,154.4010769615061
0.0,3.5,1.125,1111.1352039784927
0.0,3.5,1.75,37549.22050649509
0.0,3.5,2.375,438396.5521460594
0.0,3.5,3.0,2853575.8131285473
0.0,4.0,0.5,207.09858712962847
0.0,4.0,1.125,1722.2945305823407
0.0,4.0,1.75,57860.84294673019
0.0,4.0,2.375,673481.0123038455
0.0,4.0,3.0,4380052.3280927995
0.0,4.5,0.5,268.42911423224837
0.0,4.5,1.125,2609.159894405798
0.0,4.5,1.75,87550.17539924518
0.0,4.5,2.375,1016744.5289982186
0.0,4.5,3.0,6608194.905794393
0.0,5.0,0.5,338.5177328369758
0.0,5.0,1.125,3879.042675973125
0.0,5.0,1.75,130325.12141459787
0.0,5.0,2.375,1510906.4176300783
0.0,5.0,3.0,9814959.064651195
0.5,-5.0,0.5,405.1609784949919
0.5,-5.0,1.125,404.9230830644791
0.5,-5.0,1.75,403.7918393448232
0.5,-5.0,2.375,401.18947542892965
0.5,-5.0,3.0,398.9216333638849
0.5,-4.5,0.5,323.40945372374176
0.5,-4.5,1.125,322.86111808840394
0.5,-4.5,1.75,320.4770546789588
0.5,-4.5,2.375,317.21349976457236
0.5,-4.5,3.0,328.8414665575389
0.5,-4.0,0.5,251.41960730404446
0.5,-4.0,1.125,250.3369018499247
0.5,-4.0,1.75,246.45293004382154
0.5,-4.0,2.375,250.08945234712223
0.5,-4.0,3.0,335.1789686711686
0.5,-3.5,0.5,189.17764872654297
0.5,-3.5,1.125,187.2795972295005
0.5,-3.5,1.75,183.01386312138868
0.5,-3.5,2.375,220.5218287143114
0.5,-3.5,3.0,561.5722561832587
0.5,-3.0,0.5,136.66386652406933
0.5,-3.0,1.125,133.66144529884457
0.5,-3.0,1.75,133.87495416915374
0.5,-3.0,2.375,278.4263855959133
0.5,-3.0,3.0,1343.1538620921758
0.5,-2.5,0.5,93.8476977348318
0.5,-2.5,1.125,89.55821196530667
0.5,-2.5,1.75,107.47836449785444
0.5,-2.5,2.375,529.6403666262388
0.5,-2.5,3.0,3379.885995237919
0.5,-2.0,0.5,60.6759647176809
0.5,-2.0,1.125,55.24517195090305
0.5,-2.0,1.75,120.7533202781624
0.5,-2.0,2.375,1179.4438874676518
0.5,-2.0,3.0,8018.907987138848
0.5,-1.5,0.5,37.03999888710824
0.5,-1.5,1.125,31.33299666887652
0.5,-1.5,1.75,204.9562363894091
0.5,-1.5,2.375,2600.2533001229817
0.5,-1.5,3.0,17693.683437646847
0.5,-1.0,0.5,22.661969379600606
0.5,-1.0,1.125,18.90831761733126
0.5,-1.0,1.75,414.3714512119814
0.5,-1.0,2.375,5433.097062782766
0.5,-1.0,3.0,36582.56461836898
0.5,-0.5,0.5,16.573784835581648
0.5,-0.5,1.125,19.383988202391063
0.5,-0.5,1.75,838.6334161832381
0.5,-0.5,2.375,10735.06389865025
0.5,-0.5,3.0,71567.57204872448
0.5,0.0,0.5,14.596770783648948
0.5,0.0,1.125,32.507797445546956
0.5,0.0,1.75,1618.4715279304703
0.5,0.0,2.375,20187.16395943367
0.5,0.0,3.0,133595.711086822
0.5,0.5,0.5,10.938293447403357
0.5,0.5,1.125,58.697311912645
0.5,0.5,1.75,2972.762946367733
0.5,0.5,2.375,36389.08118689418
0.5,0.5,3.0,239580.91642785465
0.5,1.0,0.5,11.380387261722472
0.5,1.0,1.125,113.24086034501147
0.5,1.0,1.75,5246.599560722276
0.5,1.0,2.375,63273.9702782712
0.5,1.0,3.0,415020.5312551042
0.5,1.5,0.5,20.05439683918325
0.5,1.5,1.125,214.44010800657622
0.5,1.5,1.75,8945.1601034666
0.5,1.5,2.375,106637.48330262894
0.5,1.5,3.0,697496.957721248
0.5,2.0,0.5,37.04789865068924
0.5,2.0,1.125,383.04206972273965
0.5,2.0,1.75,14794.122511475734
0.5,2.0,2.375,174858.4256001939
0.5,2.0,3.0,1141361.9742790628
0.5,2.5,0.5,62.289133465678205
0.5,2.5,1.125,648.5319671686594
0.5,2.5,1.75,23826.395014963764
0.5,2.5,2.375,279856.3577858223
0.5,2.5,3.0,1823922.401445053
0.5,3.0,0.5,95.91309216990555
0.5,3.0,1.125,1052.647219186892
0.5,3.0,1.75,37490.73252170349
0.5,3.0,2.375,438338.0641612678
0.5,3.0,3.0,2853517.3251437554
0.5,3.5,0.5,138.02140471647814
0.5,3.5,1.125,1653.2173481691905
0.5,3.5,1.75,57791.76576431704
0.5,3.5,2.375,673411.9351214324
0.5,3.5,3.0,4379983.2509103855
0.5,4.0,0.5,188.72307019314326
0.5,4.0,1.125,2529.4538503666927
0.5,4.0,1.75,87470.46935520609
0.5,4.0,2.375,1016664.8229541795
0.5,4.0,3.0,6608115.199750354
0.5,4.5,0.5,248.15618718758645
0.5,4.5,1.125,3788.6811303237355
0.5,4.5,1.75,130234.75986894849
0.5,4.5,2.375,1510816.056084429
0.5,4.5,3.0,9814868.703105547
0.5,5.0,0.5,316.5055328182941
0.5,5.0,1.125,5574.879793699631
0.5,5.0,1.75,191052.47901149275
0.5,5.0,2.375,2213089.497539643
0.5,5.0,3.0,14371215.744958585
1.0,-5.0,0.5,419.3479627493296
1.0,-5.0,1.125,418.7996271139918
1.0,-5.0,1.75,416.4155637045467
1.0,-5.0,2.375,413.15200879016027
1.0,-5.0,3.0,424.77997558312677
1.0,-4.5,0.5,336.40691505537234
1.0,-4.5,1.125,335.3242096012526
1.0,-4.5,1.75,331.4402377951494
1.0,-4.5,2.375,335.0767600984501
1.0,-4.5,3.0,420.1662764224965
1.0,-4.0,0.5,263.1694264352076
1.0,-4.0,1.125,261.27137493816514
1.0,-4.0,1.75,257.00564083005327
1.0,-4.0,2.375,294.513606422976
1.0,-4.0,3.0,635.5640338919233
1.0,-3.5,0.5,199.60034033806272
1.0,-3.5,1.125,196.59791911283796
1.0,-3.5,1.75,196.81142798314715
1.0,-3.5,2.375,341.3628594099068
1.0,-3.5,3.0,1406.0903359061692
1.0,-3.0,0.5,145.64658039210218
1.0,-3.0,1.125,141.35709462257702
1.0,-3.0,1.75,159.27724715512483
1.0,-3.0,2.375,581.4392492835092
1.0,-3.0,3.0,3431.6848778951894
1.0,-2.5,0.5,101.22265097182427
1.0,-2.5,1.125,95.79185820504641
1.0,-2.5,1.75,161.3000065323058
1.0,-2.5,2.375,1219.990573721795
1.0,-2.5,3.0,8059.454673392991
1.0,-2.0,0.5,66.17944733317924
1.0,-2.0,1.125,60.47244511494751
1.0,-2.0,1.75,234.09568483548009
1.0,-2.0,2.375,2629.392748569053
1.0,-2.0,3.0,17722.822886092916
1.0,-1.5,0.5,40.23157403259285
1.0,-1.5,1.125,36.47792227032351
1.0,-1.5,1.75,431.94105586497363
1.0,-1.5,2.375,5450.666667435758
1.0,-1.5,3.0,36600.13422302198
1.0,-1.0,0.5,22.778348352951582
1.0,-1.0,1.125,25.588551719760996
1.0,-1.0,1.75,844.837979700608
1.0,-1.0,2.375,10741.268462167622
1.0,-1.0,3.0,71573.77661224184
1.0,-0.5,0.5,12.500836093026829
