alpha_4,alpha_5,alpha_6,chi_squared
1.0,-0.5,1.125,30.411862754924837
1.0,-0.5,1.75,1616.3755932398483
1.0,-0.5,2.375,20185.06802474305
1.0,-0.5,3.0,133593.6151521314
1.0,0.0,0.5,7.033729930033405
1.0,0.0,1.125,54.79274839527505
1.0,0.0,1.75,2968.8583828503633
1.0,0.0,2.375,36385.176623376814
1.0,0.0,3.0,239577.01186433728
1.0,0.5,0.5,4.780387261722464
1.0,0.5,1.125,106.64086034501146
1.0,0.5,1.75,5239.999560722275
1.0,0.5,2.375,63267.3702782712
1.0,0.5,3.0,415013.9312551042
1.0,1.0,0.5,7.294841701238345
1.0,1.0,1.125,201.68055286863134
1.0,1.0,1.75,8932.400548328655
1.0,1.0,2.375,106624.72374749099
1.0,1.0,3.0,697484.1981661102
1.0,1.5,0.5,16.064270965302214
1.0,1.5,1.125,362.0584420373527
1.0,1.5,1.75,14773.138883790347
1.0,1.5,2.375,174837.4419725085
1.0,1.5,3.0,1141340.9906513775
1.0,2.0,0.5,32.05878239633478
1.0,2.0,1.125,618.301616099316
1.0,2.0,1.75,23796.164663894422
1.0,2.0,2.375,279826.127434753
1.0,2.0,3.0,1823892.1710939838
1.0,2.5,0.5,55.90506086340663
1.0,2.5,1.125,1012.6391878803931
1.0,2.5,1.75,37450.72449039699
1.0,2.5,2.375,438298.0561299613
1.0,2.5,3.0,2853477.317112449
1.0,3.0,0.5,87.935951474998
1.0,3.0,1.125,1603.1318949277104
1.0,3.0,1.75,57741.680311075565
1.0,3.0,2.375,673361.8496681909
1.0,3.0,3.0,4379933.165457144
1.0,3.5,0.5,128.3776032546412
1.0,3.5,1.125,2469.108383428191
1.0,3.5,1.75,87410.12388826758
1.0,3.5,2.375,1016604.477487241
1.0,3.5,3.0,6608054.854283416
1.0,4.0,0.5,177.43232813249023
1.0,4.0,1.125,3717.9572712686395
1.0,4.0,1.75,130164.03600989339
1.0,4.0,2.375,1510745.332225374
1.0,4.0,3.0,9814797.979246492
1.0,4.5,0.5,235.3225863209292
1.0,4.5,1.125,5493.696847202266
1.0,4.5,1.75,190971.29606499537
1.0,4.5,2.375,2213008.3145931456
1.0,4.5,3.0,14371134.562012088
1.0,5.0,0.5,302.3215971411697
1.0,5.0,1.125,7987.783880463528
1.0,5.0,1.75,276430.038487464
1.0,5.0,2.375,3199384.252135604
1.0,5.0,3.0,20769679.684745852
1.5,-5.0,0.5,442.0214368456294
1.5,-5.0,1.125,440.9387313915097
1.5,-5.0,1.75,437.05475958540654
1.5,-5.0,2.375,440.69128188870724
1.5,-5.0,3.0,525.7807982127536
1.5,-4.5,0.5,357.7608776577476
1.5,-4.5,1.125,355.86282616070514
1.5,-4.5,1.75,351.5970920525933
1.5,-4.5,2.375,389.105057645516
1.5,-4.5,3.0,730.1554851144633
1.5,-4.0,0.5,283.1217998175538
1.5,-4.0,1.125,280.119378592329
1.5,-4.0,1.75,280.33288746263815
1.5,-4.0,2.375,424.88431888939783
1.5,-4.0,3.0,1489.6117953856601
1.5,-3.5,0.5,218.0423358411038
1.5,-3.5,1.125,213.75285007157868
1.5,-3.5,1.75,231.67300260412645
1.5,-3.5,2.375,653.8350047325108
1.5,-3.5,3.0,3504.080633344191
1.5,-3.0,0.5,162.43086299805736
1.5,-3.0,1.125,157.00007023127955
1.5,-3.0,1.75,222.50821855853889
1.5,-3.0,2.375,1281.1987857480283
1.5,-3.0,3.0,8120.662885419224
1.5,-2.5,0.5,116.14572816030055
1.5,-2.5,1.125,110.43872594206883
1.5,-2.5,1.75,284.06196566260144
1.5,-2.5,2.375,2679.3590293961743
1.5,-2.5,3.0,17772.789166920036
1.5,-2.0,0.5,78.95790407022268
1.5,-2.0,1.125,75.20425230795334
1.5,-2.0,1.75,470.66738590260354
1.5,-2.0,2.375,5489.392997473388
1.5,-2.0,3.0,36638.86055305961
1.5,-1.5,0.5,50.48291187032151
1.5,-1.5,1.125,53.29311523713093
1.5,-1.5,1.75,872.5425432179779
1.5,-1.5,2.375,10768.973025684993
1.5,-1.5,3.0,71601.48117575921
1.5,-1.0,0.5,30.07044074601908
1.5,-1.0,1.125,47.98146740791709
1.5,-1.0,1.75,1633.9451978928407
1.5,-1.0,2.375,20202.63762939604
1.5,-1.0,3.0,133611.18475678438
1.5,-0.5,0.5,16.70241210271818
1.5,-0.5,1.125,64.46143056795982
1.5,-0.5,1.75,2978.5270650230477
1.5,-0.5,2.375,36394.8453055495
1.5,-0.5,3.0,239586.68054650998
1.5,0.0,0.5,9.176321952344564
1.5,0.0,1.125,111.03679503563356
1.5,0.0,1.75,5244.3954954128985
1.5,0.0,2.375,63271.76621296182
1.5,0.0,3.0,415018.32718979486
1.5,0.5,0.5,6.854396839183234
1.5,0.5,1.125,201.2401080065762
1.5,0.5,1.75,8931.9601034666
1.5,0.5,2.375,106624.28330262894
1.5,0.5,3.0,697483.757721248
1.5,1.0,0.5,9.464270965302205
1.5,1.0,1.125,355.45844203735265
1.5,1.0,1.75,14766.538883790348
1.5,1.0,2.375,174830.8419725085
1.5,1.0,3.0,1141334.3906513776
1.5,1.5,0.5,17.8643423296888
1.5,1.5,1.125,604.10717603267
1.5,1.5,1.75,23781.97022382777
1.5,1.5,2.375,279811.9329946863
1.5,1.5,3.0,1823877.976653917
1.5,2.0,0.5,33.10107696150606
1.5,2.0,1.125,989.8352039784926
1.5,2.0,1.75,37427.920506495095
1.5,2.0,2.375,438275.25214605936
1.5,2.0,3.0,2853454.5131285475
1.5,2.5,0.5,55.872998575505534
1.5,2.5,1.125,1571.0689420282179
1.5,2.5,1.75,57709.61735817607
1.5,2.5,2.375,673329.7867152914
1.5,2.5,3.0,4379901.102504245
1.5,3.0,0.5,86.64131016038198
1.5,3.0,1.125,2427.3720903339317
1.5,3.0,1.75,87368.38759517334
1.5,3.0,2.375,1016562.7411941467
1.5,3.0,3.0,6608013.1179903215
1.5,3.5,0.5,125.75085263134713
1.5,3.5,1.125,3666.2757957674958
1.5,3.5,1.75,130112.35453439225
1.5,3.5,2.375,1510693.650749873
1.5,3.5,3.0,9814746.297770988
1.5,4.0,0.5,173.5112711105903
1.5,4.0,1.125,5431.885531991927
1.5,4.0,1.75,190909.48474978507
1.5,4.0,2.375,2212946.5032779356
1.5,4.0,3.0,14371072.750696877
1.5,4.5,0.5,230.25068028302564
1.5,4.5,1.125,7915.712963605384
1.5,4.5,1.75,276357.9675706058
1.5,4.5,2.375,3199312.1812187466
1.5,4.5,3.0,20769607.613828994
1.5,5.0,0.5,296.3563496008545
1.5,5.0,1.125,11370.27982141607
1.5,5.0,1.75,395152.2274045931
1.5,5.0,2.375,4569911.682863593
1.5,5.0,3.0,29659370.34305608
2.0,-5.0,0.5,473.2627989434943
2.0,-5.0,1.125,471.3647474464518
2.0,-5.0,1.75,467.09901333834
2.0,-5.0,2.375,504.60697893126274
2.0,-5.0,3.0,845.65740640021
2.0,-4.5,0.5,387.5800565409733
2.0,-4.5,1.125,384.5776353157486
2.0,-4.5,1.75,384.79114418605775
2.0,-4.5,2.375,529.3425756128173
2.0,-4.5,3.0,1594.0700521090798
2.0,-4.0,0.5,311.42547728424415
2.0,-4.0,1.125,307.13599151471897
2.0,-4.0,1.75,325.0561440472668
2.0,-4.0,2.375,747.2181461756511
2.0,-4.0,3.0,3597.4637747873317
2.0,-3.5,0.5,244.71262303081863
2.0,-3.5,1.125,239.28183026404076
2.0,-3.5,1.75,304.78997859130016
2.0,-3.5,2.375,1363.4805457807895
2.0,-3.5,3.0,8202.944645451986
2.0,-3.0,0.5,187.31865663916375
2.0,-3.0,1.125,181.611654420932
2.0,-3.0,1.75,355.2348941414646
2.0,-3.0,2.375,2750.5319578750377
2.0,-3.0,3.0,17843.9620953989
2.0,-2.5,0.5,139.06494580552103
2.0,-2.5,1.125,135.31129404325168
2.0,-2.5,1.75,530.7744276379019
2.0,-2.5,2.375,5549.500039208687
2.0,-2.5,3.0,36698.96759479491
2.0,-2.0,0.5,99.68747538769145
2.0,-2.0,1.125,102.49767875450087
2.0,-2.0,1.75,921.7471067353478
2.0,-2.0,2.375,10818.177589202362
2.0,-2.0,3.0,71650.68573927658
2.0,-1.5,0.5,68.79677078364891
2.0,-1.5,1.125,86.70779744554692
2.0,-1.5,1.75,1672.6715279304703
2.0,-1.5,2.375,20241.36395943367
2.0,-1.5,3.0,133649.91108682202
2.0,-1.0,0.5,45.84186054878917
2.0,-1.0,1.125,93.60087901403081
2.0,-1.0,1.75,3007.666513469119
2.0,-1.0,2.375,36423.98475399557
2.0,-1.0,3.0,239615.81999495602
2.0,-0.5,0.5,30.133619600101724
2.0,-0.5,1.125,131.9940926833907
2.0,-0.5,1.75,5265.352793060655
2.0,-0.5,2.375,63292.723510609576
2.0,-0.5,3.0,415039.2844874426
2.0,0.0,0.5,20.985714666498442
2.0,0.0,1.125,215.37142583389144
2.0,0.0,1.75,8946.091421293913
2.0,0.0,2.375,106638.41462045626
2.0,0.0,3.0,697497.8890390754
2.0,0.5,0.5,17.247898650689216
2.0,0.5,1.125,363.24206972273964
2.0,0.5,1.75,14774.322511475735
2.0,0.5,2.375,174838.6256001939
2.0,0.5,3.0,1141342.1742790628
2.0,1.0,0.5,18.858782396334757
2.0,1.0,1.125,605.1016160993161
2.0,1.0,1.75,23782.96466389442
2.0,1.0,2.375,279812.927434753
2.0,1.0,3.0,1823878.9710939839
2.0,1.5,0.5,26.50107696150605
2.0,1.5,1.125,983.2352039784926
2.0,1.5,1.75,37421.320506495096
2.0,1.5,2.375,438268.6521460594
2.0,1.5,3.0,2853447.9131285474
2.0,2.0,0.5,40.916841199108184
2.0,2.0,1.125,1556.1127846518207
2.0,2.0,1.75,57694.66120079967
2.0,2.0,2.375,673314.830557915
2.0,2.0,3.0,4379886.146346869
2.0,2.5,0.5,62.73615596754665
2.0,2.5,1.125,2403.466936141096
2.0,2.5,1.75,87344.48244098049
2.0,2.5,2.375,1016538.8360399539
2.0,2.5,3.0,6607989.212836129
2.0,3.0,0.5,92.46507276171619
2.0,3.0,1.125,3632.9900158978653
2.0,3.0,1.75,130079.06875452262
2.0,3.0,2.375,1510660.364970003
2.0,3.0,3.0,9814713.011991119
2.0,3.5,0.5,130.53527856960127
2.0,3.5,1.125,5388.909539450938
2.0,3.5,1.75,190866.50875724407
2.0,3.5,2.375,2212903.5272853943
2.0,3.5,3.0,14371029.774704337
2.0,4.0,0.5,177.36089500248286
2.0,4.0,1.125,7862.823178324841
2.0,4.0,1.75,276305.0777853253
2.0,4.0,2.375,3199259.291433466
2.0,4.0,3.0,20769554.724043716
2.0,4.5,0.5,233.38876932367808
2.0,4.5,1.125,11307.312241138894
2.0,4.5,1.75,395089.25982431584
2.0,4.5,2.375,4569848.715283316
2.0,4.5,3.0,29659307.3754758
2.0,5.0,0.5,299.1436022156124
2.0,5.0,1.125,16052.984641732462
2.0,5.0,1.75,558593.718260265
2.0,5.0,2.375,6455643.704688936
2.0,5.0,3.0,41889271.49845618
2.5,-5.0,0.5,513.1721778625594
2.5,-5.0,1.125,510.16975663733456
2.5,-5.0,1.75,510.3832655076438
2.5,-5.0,2.375,654.9346969344033
2.5,-5.0,3.0,1719.6621734306657
2.5,-4.5,0.5,425.9943016081613
2.5,-4.5,1.125,421.7048158386362
2.5,-4.5,1.75,439.62496837118397
2.5,-4.5,2.375,861.7869704995683
2.5,-4.5,3.0,3712.0325991112486
2.5,-4.0,0.5,348.2514265041453
2.5,-4.0,1.125,342.8206337373674
2.5,-4.0,1.75,408.3287820646268
2.5,-4.0,2.375,1467.0193492541162
2.5,-4.0,3.0,8306.483448925312
2.5,-3.5,0.5,279.8393442925873
2.5,-3.5,1.125,274.1323420743556
2.5,-3.5,1.75,447.7555817948882
2.5,-3.5,2.375,2843.052645528461
2.5,-3.5,3.0,17936.482783052325
2.5,-3.0,0.5,220.61697102650618
2.5,-3.0,1.125,216.86331926423685
2.5,-3.0,1.75,612.326452858887
2.5,-3.0,2.375,5631.052064429672
2.5,-3.0,3.0,36780.5196200159
2.5,-2.5,0.5,170.39203890506138
2.5,-2.5,1.125,173.20224227187077
2.5,-2.5,1.75,992.4516702527177
2.5,-2.5,2.375,10888.882152719732
2.5,-2.5,3.0,71721.39030279395
2.5,-2.0,0.5,128.90381251894726
2.5,-2.0,1.125,146.81483918084527
2.5,-2.0,1.75,1732.7785696657688
2.5,-2.0,2.375,20301.47100116897
2.5,-2.0,3.0,133710.0181285573
2.5,-1.5,0.5,95.80814137591048
2.5,-1.5,1.125,143.56715984115212
2.5,-1.5,1.75,3057.6327942962403
2.5,-1.5,2.375,36473.95103482269
2.5,-1.5,3.0,239665.78627578315
2.5,-1.0,0.5,70.68030585424509
2.5,-1.0,1.125,172.5407789375341
2.5,-1.0,1.75,5305.899479314799
2.5,-1.0,2.375,63333.27019686372
2.5,-1.0,3.0,415079.83117369673
2.5,-0.5,0.5,53.024196354597635
2.5,-0.5,1.125,247.40990752199062
2.5,-0.5,1.75,8978.129902982015
2.5,-0.5,2.375,106670.45310214435
2.5,-0.5,3.0,697529.9275207635
2.5,0.0,0.5,41.590601002932026
2.5,0.0,1.125,387.5847720749825
2.5,0.0,1.75,14798.665213827977
2.5,0.0,2.375,174862.96830254616
2.5,0.0,3.0,1141366.516981415
2.5,0.5,0.5,35.889133465678164
2.5,0.5,1.125,622.1319671686595
2.5,0.5,1.75,23799.995014963766
2.5,0.5,2.375,279829.9577858223
2.5,0.5,3.0,1823896.001445053
2.5,1.0,0.5,36.10506086340661
2.5,1.0,1.125,992.8391878803931
2.5,1.0,1.75,37430.92449039699
2.5,1.0,2.375,438278.2561299613
2.5,1.0,3.0,2853457.5171124493
2.5,1.5,0.5,42.67299857550552
2.5,1.5,1.125,1557.8689420282178
2.5,1.5,1.75,57696.41735817607
2.5,1.5,2.375,673316.5867152914
2.5,1.5,3.0,4379887.902504246
2.5,2.0,0.5,56.13615596754664
2.5,2.0,1.125,2396.866936141096
2.5,2.0,1.75,87337.88244098048
2.5,2.0,2.375,1016532.2360399539
2.5,2.0,3.0,6607982.612836129
2.5,2.5,0.5,77.04055042382556
2.5,2.5,1.125,3617.5654935599746
2.5,2.5,1.75,130063.64423218473
2.5,2.5,2.375,1510644.940447665
2.5,2.5,3.0,9814697.587468782
2.5,3.0,0.5,105.90038956498985
2.5,3.0,1.125,5364.274650446327
2.5,3.0,1.75,190841.87386823943
2.5,3.0,2.375,2212878.89239639
2.5,3.0,3.0,14371005.139815332
2.5,3.5,0.5,143.2126613431352
2.5,3.5,1.125,7828.674944665494
2.5,3.5,1.75,276270.92955166596
2.5,3.5,2.375,3199225.1431998066
2.5,3.5,3.0,20769520.575810052
2.5,4.0,0.5,189.49332353259618
2.5,4.0,1.125,11263.416795347812
2.5,4.0,1.75,395045.36437852477
2.5,4.0,2.375,4569804.8198375255
2.5,4.0,3.0,29659263.48003001
2.5,4.5,0.5,245.3207199732401
2.5,4.5,1.125,15999.16175949009
2.5,4.5,1.75,558539.8953780227
2.5,4.5,2.375,6455589.881806693
2.5,4.5,3.0,41889217.67557394
2.5,5.0,0.5,311.3821921256574
2.5,5.0,1.125,22465.85347400467
2.5,5.0,1.75,781538.5198860351
2.5,5.0,2.375,9026794.339494357
2.5,5.0,3.0,58562718.028301716
3.0,-5.0,0.5,561.8580389384867
3.0,-5.0,1.125,557.5685531689616
3.0,-5.0,1.75,575.4887057015094
3.0,-5.0,2.375,997.6507078298937
3.0,-5.0,3.0,3847.896336441574
3.0,-4.5,0.5,473.13967695703417
3.0,-4.5,1.125,467.7088841902563
3.0,-4.5,1.75,533.2170325175157
3.0,-4.5,2.375,1591.907599707005
3.0,-4.5,3.0,8431.3716993782
3.0,-4.0,0.5,393.7713167144234
3.0,-4.0,1.125,388.0643144961916
3.0,-4.0,1.75,561.6875542167243
3.0,-4.0,2.375,2956.984617950297
3.0,-4.0,3.0,18050.41475547416
3.0,-3.5,0.5,323.6391677824455
3.0,-3.5,1.125,319.88551602017617
3.0,-3.5,1.75,715.3486496148263
3.0,-3.5,2.375,5734.074261185611
3.0,-3.5,3.0,36883.54181677183
3.0,-3.0,0.5,262.59660242243126
3.0,-3.0,1.125,265.40680578924065
3.0,-3.0,1.75,1084.6562337700875
3.0,-3.0,2.375,10981.086716237101
3.0,-3.0,3.0,71813.59486631132
3.0,-2.5,0.5,210.4558377399324
3.0,-2.5,1.125,228.3668644018304
3.0,-2.5,1.75,1814.3305948867537
3.0,-2.5,2.375,20383.023026389954
3.0,-2.5,3.0,133791.57015377827
3.0,-2.0,0.5,166.9810698547737
3.0,-2.0,1.125,214.74008832001533
3.0,-2.0,1.75,3128.8057227751037
3.0,-2.0,2.375,36545.12396330155
3.0,-2.0,3.0,239736.95920426204
3.0,-1.5,0.5,131.88851788047822
3.0,-1.5,1.125,233.7489909637672
3.0,-1.5,1.75,5367.107691341032
3.0,-1.5,2.375,63394.478408889954
3.0,-1.5,3.0,415141.03938572295
3.0,-1.0,0.5,104.823079011868
3.0,-1.0,1.125,299.208790179261
3.0,-1.0,1.75,9029.928785639284
3.0,-1.0,2.375,106722.25198480162
3.0,-1.0,3.0,697581.7264034208
3.0,-0.5,0.5,84.60261621133151
3.0,-0.5,1.125,430.596787283382
3.0,-0.5,1.75,14841.677229036375
3.0,-0.5,2.375,174905.98031775455
3.0,-0.5,3.0,1141409.5289966236
3.0,0.0,0.5,70.65065177757896
3.0,0.0,1.125,656.8934854805602
3.0,0.0,1.75,23834.756533275664
3.0,0.0,2.375,279864.7193041342
3.0,0.0,3.0,1823930.762963365
3.0,0.5,0.5,62.91309216990552
3.0,0.5,1.125,1019.647219186892
3.0,0.5,1.75,37457.73252170349
3.0,0.5,2.375,438305.0641612678
3.0,0.5,3.0,2853484.3251437554
3.0,1.0,0.5,61.53595147499797
3.0,1.0,1.125,1576.7318949277103
3.0,1.0,1.75,57715.28031107556
3.0,1.0,2.375,673335.4496681909
3.0,1.0,3.0,4379906.765457144
3.0,1.5,0.5,66.84131016038195
3.0,1.5,1.125,2407.5720903339316
3.0,1.5,1.75,87348.58759517333
3.0,1.5,2.375,1016542.9411941468
3.0,1.5,3.0,6607993.317990321
3.0,2.0,0.5,79.26507276171617
3.0,2.0,1.125,3619.7900158978655
3.0,2.0,1.75,130065.86875452263
3.0,2.0,2.375,1510647.164970003
3.0,2.0,3.0,9814699.81199112
3.0,2.5,0.5,99.30038956498984
3.0,2.5,1.125,5357.674650446326
3.0,2.5,1.75,190835.27386823943
3.0,2.5,2.375,2212872.29239639
3.0,2.5,3.0,14370998.53981533
3.0,3.0,0.5,127.47201486919086
3.0,3.0,1.125,7812.93429819155
3.0,3.0,1.75,276255.188905192
3.0,3.0,2.375,3199209.4025533325
3.0,3.0,3.0,20769504.835163582
3.0,3.5,0.5,164.34182781059738
3.0,3.5,1.125,11238.265299625813
3.0,3.5,1.75,395020.21288280276
3.0,3.5,2.375,4569779.668341802
3.0,3.5,3.0,29659238.328534286
3.0,4.0,0.5,210.53563441181126
3.0,4.0,1.125,15964.376673928662
3.0,4.0,1.75,558505.1102924612
3.0,4.0,2.375,6455555.096721131
3.0,4.0,3.0,41889182.89048838
3.0,4.5,0.5,266.78287546587836
3.0,4.5,1.125,22421.254157344894
3.0,4.5,1.75,781493.9205693753
3.0,4.5,2.375,9026749.740177697
3.0,4.5,3.0,58562673.42898505
3.0,5.0,0.5,333.96534599247343
3.0,5.0,1.125,31164.62416154054
3.0,5.0,1.75,1083087.3365544865
3.0,5.0,2.375,12503262.497973511
3.0,5.0,3.0,81105079.7177373
3.5,-5.0,0.5,619.4285273535852
3.5,-5.0,1.125,613.9977345868074
3.5,-5.0,1.75,679.5058829140667
3.5,-5.0,2.375,1738.196450103556
3.5,-5.0,3.0,8577.660549774753
3.5,-4.5,0.5,529.1471957632918
3.5,-4.5,1.125,523.4401935450601
3.5,-4.5,1.75,697.0634332655927
3.5,-4.5,2.375,3092.3604969991657
3.5,-4.5,3.0,18185.790634523026
3.5,-4.0,0.5,448.1433991451213
3.5,-4.0,1.125,444.38974738285197
3.5,-4.0,1.75,839.8528809775021
3.5,-4.0,2.375,5858.578492548288
3.5,-4.0,3.0,37008.04604813451
3.5,-3.5,0.5,376.3011659398012
3.5,-3.5,1.125,379.11136930661064
3.5,-3.5,1.75,1198.3607972874574
3.5,-3.5,2.375,11094.79127975447
3.5,-3.5,3.0,71927.2994298287
3.5,-3.0,0.5,313.4780344958717
3.5,-3.0,1.125,331.38906115776973
3.5,-3.0,1.75,1917.3527916426933
3.5,-3.0,2.375,20486.045223145895
3.5,-3.0,3.0,133894.59235053422
3.5,-2.5,0.5,259.5017575081973
3.5,-2.5,1.125,307.2607759734389
3.5,-2.5,1.75,3221.326410428527
3.5,-2.5,2.375,36637.64465095498
3.5,-2.5,3.0,239829.47989191546
3.5,-2.0,0.5,214.17027791323946
3.5,-2.0,1.125,316.03075099652847
3.5,-2.0,1.75,5449.389451373793
3.5,-2.0,2.375,63476.760168922716
3.5,-2.0,3.0,415223.3211457557
3.5,-1.5,0.5,177.21883446086966
3.5,-1.5,1.125,371.60454562826266
3.5,-1.5,1.75,9102.324541088285
3.5,-1.5,2.375,106794.64774025063
3.5,-1.5,3.0,697654.1221588698
3.5,-1.0,0.5,147.5390900253249
3.5,-1.0,1.125,493.5332610973754
3.5,-1.0,1.75,14904.613702850369
3.5,-1.0,2.375,174968.91679156854
3.5,-1.0,3.0,1141472.4654704374
3.5,-0.5,0.5,124.57346936442865
3.5,-0.5,1.125,710.8163030674099
3.5,-0.5,1.75,23888.679350862516
3.5,-0.5,2.375,279918.64212172106
3.5,-0.5,3.0,1823984.6857809518
3.5,0.0,0.5,108.20107696150603
3.5,0.0,1.125,1064.9352039784926
3.5,0.0,1.75,37503.02050649509
3.5,0.0,2.375,438350.3521460594
3.5,0.0,3.0,2853529.613128547
3.5,0.5,0.5,98.4214047164781
3.5,0.5,1.125,1613.6173481691903
3.5,0.5,1.75,57752.16576431704
3.5,0.5,2.375,673372.3351214324
3.5,0.5,3.0,4379943.650910386
3.5,1.0,0.5,95.37760325464114
3.5,1.0,1.125,2436.108383428191
3.5,1.0,1.75,87377.12388826758
3.5,1.0,2.375,1016571.477487241
3.5,1.0,3.0,6608021.854283416
3.5,1.5,0.5,99.3508526313471
3.5,1.5,1.125,3639.8757957674957
3.5,1.5,1.75,130085.95453439225
3.5,1.5,2.375,1510667.2507498728
3.5,1.5,3.0,9814719.89777099
3.5,2.0,0.5,110.73527856960125
3.5,2.0,1.125,5369.109539450938
3.5,2.0,1.75,190846.70875724405
3.5,2.0,2.375,2212883.7272853944
3.5,2.0,3.0,14371009.974704336
3.5,2.5,0.5,130.0126613431352
3.5,2.5,1.125,7815.474944665493
3.5,2.5,1.75,276257.72955166595
3.5,2.5,2.375,3199211.9431998064
3.5,2.5,3.0,20769507.375810053
3.5,3.0,0.5,157.74182781059739
3.5,3.0,1.125,11231.665299625814
3.5,3.0,1.75,395013.6128828028
3.5,3.0,2.375,4569773.068341803
3.5,3.0,3.0,29659231.72853429
3.5,3.5,0.5,194.56757903340088
3.5,3.5,1.125,15948.408618550251
3.5,3.5,1.75,558489.1422370828
3.5,3.5,2.375,6455539.128665754
3.5,3.5,3.0,41889166.922433
3.5,4.0,0.5,241.2473606536665
3.5,4.0,1.125,22395.718642532684
3.5,4.0,1.75,781468.385054563
3.5,4.0,2.375,9026724.204662886
3.5,4.0,3.0,58562647.89347024
3.5,4.5,0.5,298.6924021495877
3.5,4.5,1.125,31129.351217697655
3.5,4.5,1.75,1083052.0636106436
3.5,4.5,2.375,12503227.225029668
3.5,4.5,3.0,81105044.44479345
3.5,5.0,0.5,368.0213742506029
3.5,5.0,1.125,42863.63804482405
3.5,5.0,1.75,1487783.5085589155
3.5,5.0,2.375,17167590.273241643
3.5,5.0,3.0,111347748.91787207
4.0,-5.0,0.5,685.9854001850201
4.0,-5.0,1.125,680.2783979667884
4.0,-5.0,1.75,853.901637687321
4.0,-5.0,2.375,3249.198701420894
4.0,-5.0,3.0,18342.628838944758
4.0,-4.5,0.5,594.1359786118287
4.0,-4.5,1.125,590.3823268495594
4.0,-4.5,1.75,985.8454604442095
4.0,-4.5,2.375,6004.571072014995
4.0,-4.5,3.0,37154.038627601214
4.0,-4.0,0.5,511.5057294571711
4.0,-4.0,1.125,514.3159328239806
4.0,-4.0,1.75,1333.5653608048274
4.0,-4.0,2.375,11229.995843271841
4.0,-4.0,3.0,72062.50399334605
4.0,-3.5,0.5,437.9822658585475
4.0,-3.5,1.125,455.8932925204455
4.0,-3.5,1.75,2041.8570230053688
4.0,-3.5,2.375,20610.549454508568
4.0,-3.5,3.0,134019.0965818969
4.0,-3.0,0.5,373.4337299300333
4.0,-3.0,1.125,421.1927483952749
4.0,-3.0,1.75,3335.258382850363
4.0,-3.0,2.375,36751.576623376815
4.0,-3.0,3.0,239943.41186433728
4.0,-2.5,0.5,317.70908138656614
4.0,-2.5,1.125,419.5695544698551
4.0,-2.5,1.75,5552.928254847119
4.0,-2.5,2.375,63580.29897239604
4.0,-2.5,3.0,415326.85994922905
4.0,-2.0,0.5,270.60197590401
4.0,-2.0,1.125,464.98768707140295
4.0,-2.0,1.75,9195.707682531425
4.0,-2.0,2.375,106888.03088169378
4.0,-2.0,3.0,697747.5053003129
4.0,-1.5,0.5,231.06054950481595
4.0,-1.5,1.125,577.0547205768664
4.0,-1.5,1.75,14988.135162329861
4.0,-1.5,2.375,175052.43825104804
4.0,-1.5,3.0,1141555.986929917
4.0,-1.0,0.5,198.56524707309325
4.0,-1.0,1.125,784.8080807760745
4.0,-1.0,1.75,23962.67112857118
4.0,-1.0,2.375,279992.6338994297
4.0,-1.0,3.0,1824058.6775586605
4.0,-0.5,0.5,172.99503292240098
4.0,-0.5,1.125,1129.7291599393875
4.0,-0.5,1.75,37567.814462455986
4.0,-0.5,2.375,438415.1461020202
4.0,-0.5,3.0,2853594.4070845083
4.0,0.0,0.5,154.2985871296284
4.0,0.0,1.125,1669.4945305823408
4.0,0.0,1.75,57808.04294673019
4.0,0.0,2.375,673428.2123038456
4.0,0.0,3.0,4379999.528092799
4.0,0.5,0.5,142.5230701931432
4.0,0.5,1.125,2483.253850366693
4.0,0.5,1.75,87424.2693552061
4.0,0.5,2.375,1016618.6229541794
4.0,0.5,3.0,6608068.999750354
4.0,1.0,0.5,137.83232813249018
4.0,1.0,1.125,3678.357271268639
4.0,1.0,1.75,130124.43600989338
4.0,1.0,2.375,1510705.732225374
4.0,1.0,3.0,9814758.37924649
4.0,1.5,0.5,140.51127111059026
4.0,1.5,1.125,5398.885531991927
4.0,1.5,1.75,190876.48474978507
4.0,1.5,2.375,2212913.5032779356
4.0,1.5,3.0,14371039.750696877
4.0,2.0,0.5,150.96089500248283
4.0,2.0,1.125,7836.4231783248415
4.0,2.0,1.75,276278.6777853253
4.0,2.0,2.375,3199232.891433466
4.0,2.0,3.0,20769528.324043714
4.0,2.5,0.5,169.69332353259614
4.0,2.5,1.125,11243.616795347813
4.0,2.5,1.75,395025.5643785248
4.0,2.5,2.375,4569785.019837525
4.0,2.5,3.0,29659243.68003001
4.0,3.0,0.5,197.33563441181124
4.0,3.0,1.125,15951.176673928661
4.0,3.0,1.75,558491.9102924612
4.0,3.0,2.375,6455541.896721132
4.0,3.0,3.0,41889169.690488376
4.0,3.5,0.5,234.64736065366648
4.0,3.5,1.125,22389.11864253268
4.0,3.5,1.75,781461.7850545631
4.0,3.5,2.375,9026717.604662884
4.0,3.5,3.0,58562641.29347024
4.0,4.0,0.5,282.5530312396787
4.0,4.0,1.125,31113.211846787744
4.0,4.0,1.75,1083035.9242397335
4.0,4.0,2.375,12503211.085658759
4.0,4.0,3.0,81105028.30542254
4.0,4.5,0.5,342.18958850854744
