alpha_4,alpha_5,alpha_sum,alpha_diff,tau_p_years,w_0,theta_23_deg,m_KK_TeV,chi_squared
-9.0,1.5,-7.5,-10.5,7.359302160714884e+30,-0.7837837837837838,13.5,45.62071897723665,2298.2620979152853
-9.0,2.0,-7.0,-11.0,1.917557262674654e+29,-0.7894736842105263,12.0,46.09772228646444,2275.6234251302203
-9.0,2.5,-6.5,-11.5,1.2200242563341505e+28,-0.7948717948717948,10.5,46.703854230673514,2265.9065566185427
-9.0,3.0,-6.0,-12.0,3.179934177553544e+30,-0.8,9.0,47.43416490252569,2269.1417934267015
-9.0,3.5,-5.5,-12.5,3.0370425850496183e+31,-0.8048780487804879,7.5,48.28301978956992,2285.323108411324
-9.0,4.0,-5.0,-13.0,1.288283462767769e+32,-0.8095238095238095,6.0,49.244289008980516,2314.4036226653393
-9.0,4.5,-4.5,-13.5,3.748098875603968e+32,-0.813953488372093,4.5,50.31152949374526,2356.292332077524
-9.0,5.0,-4.0,-14.0,8.762310059363123e+32,-0.8181818181818182,3.0,51.478150704935004,2410.8549104182594
-9.0,5.5,-3.5,-14.5,1.7755398102899323e+33,-0.8222222222222222,1.5,52.73755777432246,2477.9235736654527
-9.0,6.0,-3.0,-15.0,3.25283306263682e+33,-0.8260869565217391,0.0,54.083269131959845,2557.323799170549
-9.0,6.5,-2.5,-15.5,5.529238685161881e+33,-0.8297872340425532,-1.5,55.50900827793629,2648.9293048052755
-9.0,7.0,-2.0,-16.0,8.870588299802989e+33,-0.8333333333333334,-3.0,57.00877125495689,2752.7612900396125
-9.0,7.5,-1.5,-16.5,1.3591406184410678e+34,-0.8367346938775511,-4.5,58.5768725692999,2869.15374286944
-9.0,8.0,-1.0,-17.0,2.005924364054581e+34,-0.84,-6.0,60.20797289396148,2999.0138889998243
-9.0,8.5,-0.5,-17.5,2.869939066164242e+34,-0.8431372549019608,-7.5,61.89709201569974,3144.2159233390576
-9.0,9.0,0.0,-18.0,4e+34,-0.8461538461538461,-9.0,63.63961030678928,3308.177406297538
-9.0,9.5,0.5,-18.5,5.451766229462778e+34,-0.8490566037735849,-10.5,65.43126164151201,3496.681597245775
-9.0,10.0,1.0,-19.0,7.288347488200228e+34,-0.8518518518518519,-12.0,67.26812023536856,3719.026101267942
-8.5,-10.0,-18.5,1.5,2.10075793347901e+35,-0.4666666666666667,49.5,65.62202374203343,6998.441715557346
-8.5,-9.5,-18.0,1.0,1.7939148373683284e+35,-0.5,48.0,63.73774391990981,6391.286725470839
-8.5,-9.0,-17.5,0.5,1.5201659833413253e+35,-0.5294117647058824,46.5,61.89709201569974,5873.2160811638005
-8.5,-8.5,-17.0,0.0,1.2773924100373471e+35,-0.5555555555555556,45.0,60.10407640085653,5427.664712096687
-8.5,-8.0,-16.5,-0.5,1.0634937008365297e+35,-0.5789473684210527,43.5,58.36308764964376,5040.968588771342
-8.5,-7.5,-16.0,-1.0,8.763918880460948e+34,-0.6,42.0,56.67892024377316,4701.9808299385095
-8.5,-7.0,-15.5,-1.5,7.140356865811406e+34,-0.6190476190476191,40.5,55.0567888638631,4401.7222325799175
-8.5,-6.5,-15.0,-2.0,5.744050832193523e+34,-0.6363636363636364,39.0,53.502336397581736,4133.063591763004
-8.5,-6.0,-14.5,-2.5,4.555163096578122e+34,-0.6521739130434783,37.5,52.021630116712025,3890.438100961377
-8.5,-5.5,-14.0,-3.0,3.554272299382717e+34,-0.6666666666666666,36.0,50.62114182829147,3669.5825964989554
-8.5,-5.0,-13.5,-3.5,2.722431753529829e+34,-0.68,34.5,49.307707308290055,3467.306621280651
-8.5,-4.5,-13.0,-4.0,2.0412326271631e+34,-0.6923076923076923,33.0,48.08846015417836,3281.2883359158523
-8.5,-4.0,-12.5,-4.5,1.492872349097892e+34,-0.7037037037037037,31.5,46.97073557013984,3109.8962577029247
-8.5,-3.5,-12.0,-5.0,1.0602286590434296e+34,-0.7142857142857143,30.0,45.961940777125584,2952.035693634236
-8.5,-3.0,-11.5,-5.5,7.269397605970681e+33,-0.7241379310344828,28.5,45.069390943299865,2807.018573746631
-8.5,-2.5,-11.0,-6.0,4.774910742744769e+33,-0.7333333333333333,27.0,44.30011286667337,2674.455200691101
-8.5,-2.0,-10.5,-6.5,2.9730913072980495e+33,-0.7419354838709677,25.5,43.66062299143244,2554.166223088623
-8.5,-1.5,-10.0,-7.0,1.728631912002964e+33,-0.75,24.0,43.156691254080165,2446.11292736831
-8.5,-1.0,-9.5,-7.5,9.177523348249194e+32,-0.7575757575757576,22.5,42.79310692155922,2350.3437407693646
-8.5,-0.5,-9.0,-8.0,4.2938997858298155e+32,-0.7647058823529411,21.0,42.573465914816005,2266.9546651082837
-8.5,0.0,-8.5,-8.5,1.664884883401524e+32,-0.7714285714285715,19.5,42.5,2196.061236987926
-8.5,0.5,-8.0,-9.0,4.739275884136794e+31,-0.7777777777777778,18.0,42.573465914816005,2137.7795565096617
-8.5,1.0,-7.5,-9.5,7.359302160714884e+30,-0.7837837837837838,16.5,42.79310692155922,2092.213964221511
-8.5,1.5,-7.0,-10.0,1.917557262674654e+29,-0.7894736842105263,15.0,43.156691254080165,2059.4490958083334
-8.5,2.0,-6.5,-10.5,1.2200242563341505e+28,-0.7948717948717948,13.5,43.66062299143244,2039.544328434368
-8.5,2.5,-6.0,-11.0,3.179934177553544e+30,-0.8,12.0,44.30011286667337,2032.529079623889
-8.5,3.0,-5.5,-11.5,3.0370425850496183e+31,-0.8048780487804879,10.5,45.069390943299865,2038.3980670658088
-8.5,3.5,-5.0,-12.0,1.288283462767769e+32,-0.8095238095238095,9.0,45.961940777125584,2057.106537940542
-8.5,4.0,-4.5,-12.5,3.748098875603968e+32,-0.813953488372093,7.5,46.97073557013984,2088.566698657354
-8.5,4.5,-4.0,-13.0,8.762310059363123e+32,-0.8181818181818182,6.0,48.08846015417836,2132.648208447421
-8.5,5.0,-3.5,-13.5,1.7755398102899323e+33,-0.8222222222222222,4.5,49.307707308290055,2189.187751228631
-8.5,5.5,-3.0,-14.0,3.25283306263682e+33,-0.8260869565217391,3.0,50.62114182829147,2258.0154993407255
-8.5,6.0,-2.5,-14.5,5.529238685161881e+33,-0.8297872340425532,1.5,52.021630116712025,2339.009884692009
-8.5,6.5,-2.0,-15.0,8.870588299802989e+33,-0.8333333333333334,0.0,53.502336397581736,2432.196681755176
-8.5,7.0,-1.5,-15.5,1.3591406184410678e+34,-0.8367346938775511,-1.5,55.0567888638631,2537.914203249343
-8.5,7.5,-1.0,-16.0,2.005924364054581e+34,-0.84,-3.0,56.67892024377316,2657.073678575859
-8.5,8.0,-0.5,-16.5,2.869939066164242e+34,-0.8431372549019608,-4.5,58.36308764964376,2791.5529473523657
-8.5,8.5,0.0,-17.0,4e+34,-0.8461538461538461,-6.0,60.10407640085653,2944.7728427801667
-8.5,9.0,0.5,-17.5,5.451766229462778e+34,-0.8490566037735849,-7.5,61.89709201569974,3122.519530187742
-8.5,9.5,1.0,-18.0,7.288347488200228e+34,-0.8518518518518519,-9.0,63.73774391990981,3334.0931710029654
-8.5,10.0,1.5,-18.5,9.580965131659256e+34,-0.8545454545454545,-10.5,65.62202374203343,3593.884286079925
-8.0,-10.0,-18.0,2.0,1.7939148373683284e+35,-0.5,51.0,64.03124237432849,6415.322483971537
-8.0,-9.5,-17.5,1.5,1.5201659833413253e+35,-0.5294117647058824,49.5,62.09871174187111,5887.007172669858
-8.0,-9.0,-17.0,1.0,1.2773924100373471e+35,-0.5555555555555556,48.0,60.20797289396148,5431.243281384612
-8.0,-8.5,-16.5,0.5,1.0634937008365297e+35,-0.5789473684210527,46.5,58.36308764964376,5034.368588771342
-8.0,-8.0,-16.0,0.0,8.763918880460948e+34,-0.6,45.0,56.5685424949238,4685.237907557181
-8.0,-7.5,-15.5,-0.5,7.140356865811406e+34,-0.6190476190476191,43.5,54.82928049865327,4374.873528588571
-8.0,-7.0,-15.0,-1.0,5.744050832193523e+34,-0.6363636363636364,42.0,53.15072906367325,4096.147432099501
-8.0,-6.5,-14.5,-1.5,4.555163096578122e+34,-0.6521739130434783,40.5,51.53882032022076,3843.493554842079
-8.0,-6.0,-14.0,-2.0,3.554272299382717e+34,-0.6666666666666666,39.0,49.99999999999999,3612.6488765545573
-8.0,-5.5,-13.5,-2.5,2.722431753529829e+34,-0.68,37.5,48.54121959736899,3400.422303690717
-8.0,-5.0,-13.0,-3.0,2.0412326271631e+34,-0.6923076923076923,36.0,47.16990566028301,3204.4903856322762
-8.0,-4.5,-12.5,-3.5,1.492872349097892e+34,-0.7037037037037037,34.5,45.89389937671454,3023.2188567667636
-8.0,-4.0,-12.0,-4.0,1.0602286590434296e+34,-0.7142857142857143,33.0,44.721359549995796,2855.50889038345
-8.0,-3.5,-11.5,-4.5,7.269397605970681e+33,-0.7241379310344828,31.5,43.66062299143244,2700.6667974819015
-8.0,-3.0,-11.0,-5.0,4.774910742744769e+33,-0.7333333333333333,30.0,42.720018726587654,2558.2957184615725
-8.0,-2.5,-10.5,-5.5,2.9730913072980495e+33,-0.7419354838709677,28.5,41.907636535600524,2428.2076485956995
-8.0,-2.0,-10.0,-6.0,1.728631912002964e+33,-0.75,27.0,41.23105625617661,2310.3539198567796
-8.0,-1.5,-9.5,-6.5,9.177523348249194e+32,-0.7575757575757576,25.5,40.697051490249265,2204.7720456415695
-8.0,-1.0,-9.0,-7.0,4.2938997858298155e+32,-0.7647058823529411,24.0,40.311288741492746,2111.5466395615613
-8.0,-0.5,-8.5,-7.5,1.664884883401524e+32,-0.7714285714285715,22.5,40.078048854703496,2030.7819682870568
-8.0,0.0,-8.0,-8.0,4.739275884136794e+31,-0.7777777777777778,21.0,40.0,1962.5836190411496
-8.0,0.5,-7.5,-8.5,7.359302160714884e+30,-0.7837837837837838,19.5,40.078048854703496,1907.0467835892177
-8.0,1.0,-7.0,-9.0,1.917557262674654e+29,-0.7894736842105263,18.0,40.311288741492746,1864.2488096275645
-8.0,1.5,-6.5,-9.5,1.2200242563341505e+28,-0.7948717948717948,16.5,40.697051490249265,1834.2439716908757
-8.0,2.0,-6.0,-10.0,3.179934177553544e+30,-0.8,15.0,41.23105625617661,1817.0588909816215
-8.0,2.5,-5.5,-10.5,3.0370425850496183e+31,-0.8048780487804879,13.5,41.907636535600524,1812.6877163081554
-8.0,3.0,-5.0,-11.0,1.288283462767769e+32,-0.8095238095238095,12.0,42.720018726587654,1821.0871092185002
-8.0,3.5,-4.5,-11.5,3.748098875603968e+32,-0.813953488372093,10.5,43.66062299143244,1842.1723178402442
-8.0,4.0,-4.0,-12.0,8.762310059363123e+32,-0.8181818181818182,9.0,44.721359549995796,1875.817261770425
-8.0,4.5,-3.5,-12.5,1.7755398102899323e+33,-0.8222222222222222,7.5,45.89389937671454,1921.863694852296
-8.0,5.0,-3.0,-13.0,3.25283306263682e+33,-0.8260869565217391,6.0,47.16990566028301,1980.147298264771
-8.0,5.5,-2.5,-13.5,5.529238685161881e+33,-0.8297872340425532,4.5,48.54121959736899,2050.5521425483958
-8.0,6.0,-2.0,-14.0,8.870588299802989e+33,-0.8333333333333334,3.0,49.99999999999999,2133.1095319418755
-8.0,6.5,-1.5,-14.5,1.3591406184410678e+34,-0.8367346938775511,1.5,51.53882032022076,2228.163030239376
-8.0,7.0,-1.0,-15.0,2.005924364054581e+34,-0.84,0.0,53.15072906367325,2336.6287300664094
-8.0,7.5,-0.5,-15.5,2.869939066164242e+34,-0.8431372549019608,-1.5,54.82928049865327,2460.388886682813
-8.0,8.0,0.0,-16.0,4e+34,-0.8461538461538461,-3.0,56.5685424949238,2602.8682792627974
-8.0,8.5,0.5,-16.5,5.451766229462778e+34,-0.8490566037735849,-4.5,58.36308764964376,2769.8565542010497
-8.0,9.0,1.0,-17.0,7.288347488200228e+34,-0.8518518518518519,-6.0,60.20797289396148,2970.6569116456812
-8.0,9.5,1.5,-17.5,9.580965131659256e+34,-0.8545454545454545,-7.5,62.09871174187111,3219.662502080818
-8.0,10.0,2.0,-18.0,1.240967235322316e+35,-0.8571428571428571,-9.0,64.03124237432849,3538.327631564527
-7.5,-10.0,-17.5,2.5,1.5201659833413253e+35,-0.5294117647058824,52.5,62.5,5921.2000872501485
-7.5,-9.5,-17.0,2.0,1.2773924100373471e+35,-0.5555555555555556,51.0,60.51859218455102,5455.184875286368
-7.5,-9.0,-16.5,1.5,1.0634937008365297e+35,-0.5789473684210527,49.5,58.5768725692999,5048.092771713234
-7.5,-8.5,-16.0,1.0,8.763918880460948e+34,-0.6,48.0,56.67892024377316,4688.780829938509
-7.5,-8.0,-15.5,0.5,7.140356865811406e+34,-0.6190476190476191,46.5,54.82928049865327,4368.273528588572
-7.5,-7.5,-15.0,0.0,5.744050832193523e+34,-0.6363636363636364,45.0,53.03300858899106,4079.444894710253
-7.5,-7.0,-14.5,-0.5,4.555163096578122e+34,-0.6521739130434783,43.5,51.29571132170798,3816.730654333899
-7.5,-6.5,-14.0,-1.0,3.554272299382717e+34,-0.6666666666666666,42.0,49.623583103198015,3575.8691694869685
-7.5,-6.0,-13.5,-1.5,2.722431753529829e+34,-0.68,40.5,48.02343178074636,3353.670136682141
-7.5,-5.5,-13.0,-2.0,2.0412326271631e+34,-0.6923076923076923,39.0,46.502688094345686,3147.810082244932
-7.5,-5.0,-12.5,-2.5,1.492872349097892e+34,-0.7037037037037037,37.5,45.069390943299865,2956.653653150545
-7.5,-4.5,-12.0,-3.0,1.0602286590434296e+34,-0.7142857142857143,36.0,43.73213921133975,2779.099602246058
-7.5,-4.0,-11.5,-3.5,7.269397605970681e+33,-0.7241379310344828,34.5,42.5,2614.4502239347803
-7.5,-3.5,-11.0,-4.0,4.774910742744769e+33,-0.7333333333333333,33.0,41.38236339311712,2462.30282279566
-7.5,-3.0,-10.5,-4.5,2.9730913072980495e+33,-0.7419354838709677,31.5,40.38873605350877,2322.461601247204
-7.5,-2.5,-10.0,-5.0,1.728631912002964e+33,-0.75,30.0,39.52847075210474,2194.868140129175
-7.5,-2.0,-9.5,-5.5,9.177523348249194e+32,-0.7575757575757576,28.5,38.81043674065006,2079.548426764365
-7.5,-1.5,-9.0,-6.0,4.2938997858298155e+32,-0.7647058823529411,27.0,38.242646351945886,1976.574172704069
-7.5,-1.0,-8.5,-6.5,1.664884883401524e+32,-0.7714285714285715,25.5,37.83186487605389,1886.0359801696297
-7.5,-0.5,-8.0,-7.0,4.739275884136794e+31,-0.7777777777777778,24.0,37.58324094593227,1808.025793838522
-7.5,0.0,-7.5,-7.5,7.359302160714884e+30,-0.7837837837837838,22.5,37.5,1742.626052290087
-7.5,0.5,-7.0,-8.0,1.917557262674654e+29,-0.7894736842105263,21.0,37.58324094593227,1689.903072503147
-7.5,1.0,-6.5,-8.5,1.2200242563341505e+28,-0.7948717948717948,19.5,37.83186487605389,1649.9024980689505
-7.5,1.5,-6.0,-9.0,3.179934177553544e+30,-0.8,18.0,38.242646351945886,1622.6451454548906
-7.5,2.0,-5.5,-9.5,3.0370425850496183e+31,-0.8048780487804879,16.5,38.81043674065006,1608.1223151803829
