alpha_4,alpha_5,alpha_sum,alpha_diff,M_GUT_GeV,1/alpha_GUT,tau_p_years,tau_p_uncertainty_OOM,w_0,theta_23_deg,m_KK_TeV,chi_squared
0.40000000000000013,0.7000000000000002,1.1000000000000003,-0.30000000000000004,2.097e+16,24.13,7.707958357171681e+34,0.624,-0.8523985239852399,44.1,4.0311288744593625,14.706136142561194
0.40000000000000013,0.8,1.2000000000000002,-0.3999999999999999,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,43.8,4.4721359552790885,16.67013507172244
0.40000000000000013,0.9000000000000001,1.3000000000000003,-0.5,2.151e+16,24.03,8.60427696571995e+34,0.592,-0.8534798534798534,43.5,4.924428901151891,19.309463117715634
0.40000000000000013,1.0,1.4000000000000001,-0.5999999999999999,2.178e+16,23.98,9.082249447406785e+34,0.576,-0.8540145985401459,43.2,5.385164807366624,22.681373993292127
0.5,-1.0,-0.5,1.5,1.665e+16,24.93,2.869939066164242e+34,0.8800000000000001,-0.8431372549019608,49.5,5.590169943973081,16.70133801823513
0.5,-0.9,-0.4,1.4,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,49.2,5.147815070736321,14.96090526175709
0.5,-0.8,-0.30000000000000004,1.3,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,48.9,4.716990566293301,13.549670435840772
0.5,-0.7,-0.19999999999999996,1.2,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,48.6,4.301162633811932,12.458121785891223
0.5,-0.6,-0.09999999999999998,1.1,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,48.3,3.9051248382734194,11.670521481403323
0.5,-0.5,0.0,1.0,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,48.0,3.5355339062862914,11.162048723775992
0.5,-0.3999999999999999,0.10000000000000009,0.8999999999999999,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,47.7,3.2015621191068586,10.895307645552252
0.5,-0.29999999999999993,0.20000000000000007,0.7999999999999999,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,47.4,2.9154759478513963,10.817247266823589
0.5,-0.19999999999999996,0.30000000000000004,0.7,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,47.1,2.6925824040314907,10.859565757348268
0.5,-0.09999999999999998,0.4,0.6,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,46.8,2.5495097572866827,10.948282786108859
0.5,0.0,0.5,0.5,1.935e+16,24.43,5.451766229462778e+34,0.7200000000000001,-0.8490566037735849,46.5,2.5000000005,11.02700475125135
0.5,0.10000000000000009,0.6000000000000001,0.3999999999999999,1.962e+16,24.38,5.786139383515881e+34,0.7040000000000001,-0.849624060150376,46.2,2.5495097572866827,11.086751469548748
0.5,0.20000000000000018,0.7000000000000002,0.2999999999999998,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,45.9,2.692582404031491,11.18054949836411
0.5,0.30000000000000004,0.8,0.19999999999999996,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,45.6,2.9154759478513967,11.409127551581937
0.5,0.40000000000000013,0.9000000000000001,0.09999999999999987,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,45.3,3.2015621191068595,11.891379446004493
0.5,0.5,1.0,0.0,2.07e+16,24.18,7.288347488200228e+34,0.6400000000000001,-0.8518518518518519,45.0,3.5355339062862914,12.741390304796841
0.5,0.6000000000000001,1.1,-0.10000000000000009,2.097e+16,24.13,7.707958357171681e+34,0.6240000000000001,-0.8523985239852399,44.7,3.90512483827342,14.059158341583878
0.5,0.7000000000000002,1.2000000000000002,-0.20000000000000018,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,44.4,4.301162633811933,15.930488339791795
0.5,0.8,1.3,-0.30000000000000004,2.151e+16,24.03,8.60427696571995e+34,0.592,-0.8534798534798534,44.1,4.716990566293301,18.430373959437862
0.5,0.9000000000000001,1.4000000000000001,-0.40000000000000013,2.178e+16,23.98,9.082249447406785e+34,0.576,-0.8540145985401459,43.8,5.147815070736322,21.626797544758794
0.5,1.0,1.5,-0.5,2.205e+16,23.93,9.580965131659256e+34,0.5599999999999999,-0.8545454545454545,43.5,5.590169943973081,25.583901098518616
0.6000000000000001,-1.0,-0.3999999999999999,1.6,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,49.8,5.830951895059674,15.643652727978646
0.6000000000000001,-0.9,-0.29999999999999993,1.5,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,49.5,5.40832691342711,13.847320526604829
0.6000000000000001,-0.8,-0.19999999999999996,1.4000000000000001,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,49.2,5.00000000025,12.374516270481852
0.6000000000000001,-0.7,-0.09999999999999987,1.3,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,48.9,4.609772228917606,11.214960832860294
0.6000000000000001,-0.6,1.1102230246251565e-16,1.2000000000000002,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,48.6,4.242640687413913,10.352961427574073
0.6000000000000001,-0.5,0.10000000000000009,1.1,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,48.3,3.90512483827342,9.765712690136164
0.6000000000000001,-0.3999999999999999,0.20000000000000018,1.0,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,48.0,3.605551275810677,9.421832963047546
0.6000000000000001,-0.29999999999999993,0.30000000000000016,0.9,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,47.7,3.3541019666223626,9.28120816309847
0.6000000000000001,-0.19999999999999996,0.40000000000000013,0.8,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,47.4,3.162277660563664,9.29805931808546
0.6000000000000001,-0.09999999999999998,0.5000000000000001,0.7000000000000001,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,47.1,3.0413812655601076,9.429407793420754
0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,1.962e+16,24.38,5.786139383515881e+34,0.7040000000000001,-0.849624060150376,46.8,3.0000000004166667,9.649055132333839
0.6000000000000001,0.10000000000000009,0.7000000000000002,0.5,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,46.5,3.0413812655601076,9.962155759956717
0.6000000000000001,0.20000000000000018,0.8000000000000003,0.3999999999999999,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,46.2,3.1622776605636647,10.411718131664463
0.6000000000000001,0.30000000000000004,0.9000000000000001,0.30000000000000004,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,45.9,3.3541019666223635,11.072410284669218
0.6000000000000001,0.40000000000000013,1.0000000000000002,0.19999999999999996,2.07e+16,24.18,7.288347488200228e+34,0.64,-0.8518518518518519,45.6,3.605551275810678,12.036294772412711
0.6000000000000001,0.5,1.1,0.10000000000000009,2.097e+16,24.13,7.707958357171681e+34,0.6240000000000001,-0.8523985239852399,45.3,3.90512483827342,13.399158341583883
0.6000000000000001,0.6000000000000001,1.2000000000000002,0.0,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,45.0,4.242640687413913,15.252359044980901
0.6000000000000001,0.7000000000000002,1.3000000000000003,-0.10000000000000009,2.151e+16,24.03,8.60427696571995e+34,0.592,-0.8534798534798534,44.7,4.609772228917607,17.68007481500418
0.6000000000000001,0.8,1.4000000000000001,-0.19999999999999996,2.178e+16,23.98,9.082249447406785e+34,0.576,-0.8540145985401459,44.4,5.00000000025,20.75978043243356
0.6000000000000001,0.9000000000000001,1.5000000000000002,-0.30000000000000004,2.205e+16,23.93,9.580965131659256e+34,0.5599999999999999,-0.8545454545454545,44.1,5.40832691342711,24.56403776652146
0.6000000000000001,1.0,1.6,-0.3999999999999999,2.232e+16,23.88,1.0101093654544526e+35,0.5439999999999999,-0.855072463768116,43.8,5.830951895059674,29.162527882091858
0.7000000000000002,-1.0,-0.2999999999999998,1.7000000000000002,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,50.1,6.103277808071659,14.805090606059803
0.7000000000000002,-0.9,-0.19999999999999984,1.6,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,49.8,5.700877125714955,12.959692080424595
0.7000000000000002,-0.8,-0.09999999999999987,1.5000000000000002,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,49.5,5.315072906602505,11.435807105593353
0.7000000000000002,-0.7,2.220446049250313e-16,1.4000000000000001,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,49.2,4.949747468558371,10.223874131279555
0.7000000000000002,-0.6,0.1000000000000002,1.3000000000000003,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,48.9,4.609772228917607,9.310152041593135
0.7000000000000002,-0.5,0.20000000000000018,1.2000000000000002,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,48.6,4.301162633811933,8.675970494040639
0.7000000000000002,-0.3999999999999999,0.30000000000000027,1.1,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,48.3,4.031128874459362,8.297560169994972
0.7000000000000002,-0.29999999999999993,0.40000000000000024,1.0,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,48.0,3.8078865532602206,8.1472104082544
0.7000000000000002,-0.19999999999999996,0.5000000000000002,0.9000000000000001,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,47.7,3.6400549449836617,8.19670255659121
0.7000000000000002,-0.09999999999999998,0.6000000000000002,0.8000000000000002,1.962e+16,24.38,5.786139383515881e+34,0.704,-0.849624060150376,47.4,3.535533906286292,8.423618650050898
0.7000000000000002,0.0,0.7000000000000002,0.7000000000000002,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,47.1,3.500000000357144,8.819752718573017
0.7000000000000002,0.10000000000000009,0.8000000000000003,0.6000000000000001,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,46.8,3.535533906286292,9.398808780190016
0.7000000000000002,0.20000000000000018,0.9000000000000004,0.5,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,46.5,3.6400549449836617,10.199668903682078
0.7000000000000002,0.30000000000000004,1.0000000000000002,0.40000000000000013,2.07e+16,24.18,7.288347488200228e+34,0.64,-0.8518518518518519,46.2,3.8078865532602206,11.283450746440224
0.7000000000000002,0.40000000000000013,1.1000000000000003,0.30000000000000004,2.097e+16,24.13,7.707958357171681e+34,0.624,-0.8523985239852399,45.9,4.0311288744593625,12.726136142561195
0.7000000000000002,0.5,1.2000000000000002,0.20000000000000018,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,45.6,4.301162633811933,14.61048833979179
0.7000000000000002,0.6000000000000001,1.3000000000000003,0.10000000000000009,2.151e+16,24.03,8.60427696571995e+34,0.592,-0.8534798534798534,45.3,4.609772228917607,17.020074815004186
0.7000000000000002,0.7000000000000002,1.4000000000000004,0.0,2.178e+16,23.98,9.082249447406785e+34,0.576,-0.8540145985401459,45.0,4.949747468558372,20.036169356737517
0.7000000000000002,0.8,1.5000000000000002,-0.09999999999999987,2.205e+16,23.93,9.580965131659256e+34,0.5599999999999999,-0.8545454545454545,44.7,5.315072906602505,23.73693480405678
0.7000000000000002,0.9000000000000001,1.6000000000000003,-0.19999999999999996,2.232e+16,23.88,1.0101093654544526e+35,0.5439999999999999,-0.855072463768116,44.4,5.700877125714956,28.197939113487806
0.7000000000000002,1.0,1.7000000000000002,-0.2999999999999998,2.259e+16,23.83,1.0643320021185797e+35,0.5279999999999999,-0.855595667870036,44.1,6.103277808071659,33.493258299476246
0.8,-1.0,-0.19999999999999996,1.8,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,50.4,6.403124237628065,14.217332964902482
0.8,-0.9,-0.09999999999999998,1.7000000000000002,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,50.1,6.020797289603761,12.334322999086444
0.8,-0.8,0.0,1.6,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,49.8,5.656854249713351,10.774786834927156
0.8,-0.7,0.10000000000000009,1.5,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,49.5,5.315072906602505,9.530998314326194
0.8,-0.6,0.20000000000000007,1.4,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,49.2,5.00000000025,8.592364978631268
0.8,-0.5,0.30000000000000004,1.3,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,48.9,4.716990566293301,7.945320864908303
0.8,-0.3999999999999999,0.40000000000000013,1.2,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,48.6,4.472135955279088,7.57383869715063
0.8,-0.29999999999999993,0.5000000000000001,1.1,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,48.3,4.2720018729513685,7.460994452768815
0.8,-0.19999999999999996,0.6000000000000001,1.0,1.962e+16,24.38,5.786139383515881e+34,0.7040000000000001,-0.849624060150376,48.0,4.12310562592083,7.591974192060938
0.8,-0.09999999999999998,0.7000000000000001,0.9,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,47.7,4.031128874459362,7.958543911010817
0.8,0.0,0.8,0.8,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,47.4,4.0000000003125,8.564245263045867
0.8,0.10000000000000009,0.9000000000000001,0.7,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,47.1,4.031128874459362,9.428762291565722
0.8,0.20000000000000018,1.0000000000000002,0.5999999999999999,2.07e+16,24.18,7.288347488200228e+34,0.64,-0.8518518518518519,46.8,4.12310562592083,10.58974584680687
0.8,0.30000000000000004,1.1,0.5,2.097e+16,24.13,7.707958357171681e+34,0.6240000000000001,-0.8523985239852399,46.5,4.272001872951369,12.101334650855158
0.8,0.40000000000000013,1.2000000000000002,0.3999999999999999,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,46.2,4.4721359552790885,14.030135071722436
0.8,0.5,1.3,0.30000000000000004,2.151e+16,24.03,8.60427696571995e+34,0.592,-0.8534798534798534,45.9,4.716990566293301,16.45037395943786
0.8,0.6000000000000001,1.4000000000000001,0.19999999999999996,2.178e+16,23.98,9.082249447406785e+34,0.576,-0.8540145985401459,45.6,5.00000000025,19.439780432433555
0.8,0.7000000000000002,1.5000000000000002,0.09999999999999987,2.205e+16,23.93,9.580965131659256e+34,0.5599999999999999,-0.8545454545454545,45.3,5.315072906602505,23.076934804056787
0.8,0.8,1.6,0.0,2.232e+16,23.88,1.0101093654544526e+35,0.5439999999999999,-0.855072463768116,45.0,5.656854249713351,27.440064931496625
0.8,0.9000000000000001,1.7000000000000002,-0.10000000000000009,2.259e+16,23.83,1.0643320021185797e+35,0.5279999999999999,-0.855595667870036,44.7,6.020797289603761,32.606901151049684
0.8,1.0,1.8,-0.19999999999999996,2.286e+16,23.78,1.1208344870044259e+35,0.5119999999999999,-0.8561151079136691,44.4,6.403124237628065,38.65515788181677
0.9000000000000001,-1.0,-0.09999999999999987,1.9000000000000001,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,50.7,6.726812023722679,13.9112419614324
0.9000000000000001,-0.9,1.1102230246251565e-16,1.8000000000000003,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,50.4,6.3639610308753465,12.005699538536184
0.9000000000000001,-0.8,0.10000000000000009,1.7000000000000002,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,50.1,6.020797289603761,10.429514207819285
0.9000000000000001,-0.7,0.20000000000000018,1.6,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,49.8,5.700877125714955,9.177540788574014
0.9000000000000001,-0.6,0.30000000000000016,1.5,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,49.5,5.40832691342711,8.24297095567236
0.9000000000000001,-0.5,0.40000000000000013,1.4000000000000001,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,49.2,5.147815070736322,7.617603562135844
0.9000000000000001,-0.3999999999999999,0.5000000000000002,1.3,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,48.9,4.92442890115189,7.292645797665952
0.9000000000000001,-0.29999999999999993,0.6000000000000002,1.2000000000000002,1.962e+16,24.38,5.786139383515881e+34,0.704,-0.849624060150376,48.6,4.7434164905160925,7.260264436786993
0.9000000000000001,-0.19999999999999996,0.7000000000000002,1.1,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,48.3,4.609772228917607,7.516005461490465
0.9000000000000001,-0.09999999999999998,0.8000000000000002,1.0,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,48.0,4.527692569344787,8.061936133368286
0.9000000000000001,0.0,0.9000000000000001,0.9000000000000001,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,47.7,4.500000000277779,8.909971099564432
0.9000000000000001,0.10000000000000009,1.0000000000000002,0.8,2.07e+16,24.18,7.288347488200228e+34,0.64,-0.8518518518518519,47.4,4.527692569344787,10.084517657975105
0.9000000000000001,0.20000000000000018,1.1000000000000003,0.7,2.097e+16,24.13,7.707958357171681e+34,0.624,-0.8523985239852399,47.1,4.609772228917607,11.623597693040844
0.9000000000000001,0.30000000000000004,1.2000000000000002,0.6000000000000001,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,46.8,4.7434164905160925,13.578092127918913
0.9000000000000001,0.40000000000000013,1.3000000000000003,0.5,2.151e+16,24.03,8.60427696571995e+34,0.592,-0.8534798534798534,46.5,4.924428901151891,16.009463117715626
0.9000000000000001,0.5,1.4000000000000001,0.40000000000000013,2.178e+16,23.98,9.082249447406785e+34,0.576,-0.8540145985401459,46.2,5.147815070736322,18.986797544758783
0.9000000000000001,0.6000000000000001,1.5000000000000002,0.30000000000000004,2.205e+16,23.93,9.580965131659256e+34,0.5599999999999999,-0.8545454545454545,45.9,5.40832691342711,22.58403776652146
0.9000000000000001,0.7000000000000002,1.6000000000000003,0.19999999999999996,2.232e+16,23.88,1.0101093654544526e+35,0.5439999999999999,-0.855072463768116,45.6,5.700877125714956,26.877939113487802
0.9000000000000001,0.8,1.7000000000000002,0.10000000000000009,2.259e+16,23.83,1.0643320021185797e+35,0.5279999999999999,-0.855595667870036,45.3,6.020797289603761,31.94690115104969
0.9000000000000001,0.9000000000000001,1.8000000000000003,0.0,2.286e+16,23.78,1.1208344870044259e+35,0.5119999999999999,-0.8561151079136691,45.0,6.3639610308753465,37.87055551895672
0.9000000000000001,1.0,1.9000000000000001,-0.09999999999999987,2.313e+16,23.73,1.1796884741843336e+35,0.49599999999999994,-0.8566308243727598,44.7,6.726812023722679,44.72829220431591
1.0,-1.0,0.0,2.0,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,51.0,7.071067812042251,13.916612242118203
1.0,-0.9,0.09999999999999998,1.9,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,50.7,6.726812023722679,12.006433170165241
1.0,-0.8,0.19999999999999996,1.8,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,50.4,6.403124237628065,10.4351816730519
1.0,-0.7,0.30000000000000004,1.7,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,50.1,6.103277808071659,9.200741035127335
1.0,-0.6,0.4,1.6,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,49.8,5.830951895059674,8.300351028357401
1.0,-0.5,0.5,1.5,1.935e+16,24.43,5.451766229462778e+34,0.7200000000000001,-0.8490566037735849,49.5,5.590169943973081,7.731070062149399
1.0,-0.3999999999999999,0.6000000000000001,1.4,1.962e+16,24.38,5.786139383515881e+34,0.7040000000000001,-0.849624060150376,49.2,5.385164807366622,7.490648694109076
1.0,-0.29999999999999993,0.7000000000000001,1.2999999999999998,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,48.9,5.220153254694732,7.578909819716278
1.0,-0.19999999999999996,0.8,1.2,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,48.6,5.09901951383793,7.999637938656002
1.0,-0.09999999999999998,0.9,1.1,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,48.3,5.024937810809204,8.762813141641583
1.0,0.0,1.0,1.0,2.07e+16,24.18,7.288347488200228e+34,0.6400000000000001,-0.8518518518518519,48.0,5.00000000025,9.886826787996437
1.0,0.10000000000000009,1.1,0.8999999999999999,2.097e+16,24.13,7.707958357171681e+34,0.6240000000000001,-0.8523985239852399,47.7,5.024937810809204,11.40018699263706
1.0,0.20000000000000018,1.2000000000000002,0.7999999999999998,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,47.4,5.09901951383793,13.342275499648803
1.0,0.30000000000000004,1.3,0.7,2.151e+16,24.03,8.60427696571995e+34,0.592,-0.8534798534798534,47.1,5.220153254694732,15.762979173229992
1.0,0.40000000000000013,1.4000000000000001,0.5999999999999999,2.178e+16,23.98,9.082249447406785e+34,0.576,-0.8540145985401459,46.8,5.385164807366624,18.72137399329213
1.0,0.5,1.5,0.5,2.205e+16,23.93,9.580965131659256e+34,0.5599999999999999,-0.8545454545454545,46.5,5.590169943973081,22.283901098518612
1.0,0.6000000000000001,1.6,0.3999999999999999,2.232e+16,23.88,1.0101093654544526e+35,0.5439999999999999,-0.855072463768116,46.2,5.830951895059674,26.522527882091847
1.0,0.7000000000000002,1.7000000000000002,0.2999999999999998,2.259e+16,23.83,1.0643320021185797e+35,0.5279999999999999,-0.855595667870036,45.9,6.103277808071659,31.51325829947625
1.0,0.8,1.8,0.19999999999999996,2.286e+16,23.78,1.1208344870044259e+35,0.5119999999999999,-0.8561151079136691,45.6,6.403124237628065,37.33515788181676
1.0,0.9000000000000001,1.9000000000000001,0.09999999999999987,2.313e+16,23.73,1.1796884741843336e+35,0.49599999999999994,-0.8566308243727598,45.3,6.726812023722679,44.06829220431592
1.0,1.0,2.0,0.0,2.34e+16,23.68,1.240967235322316e+35,0.48,-0.8571428571428571,45.0,7.071067812042251,51.76168465037664
