alpha_4,alpha_5,alpha_sum,alpha_diff,M_GUT_GeV,1/alpha_GUT,tau_p_years,tau_p_uncertainty_OOM,w_0,theta_23_deg,m_KK_TeV,chi_squared
-0.29999999999999993,0.0,-0.29999999999999993,-0.29999999999999993,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,44.1,1.5000000008333327,22.923118545870604
-0.29999999999999993,0.10000000000000009,-0.19999999999999984,-0.4,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,43.8,1.581138830874759,21.818252702045687
-0.29999999999999993,0.20000000000000018,-0.09999999999999976,-0.5000000000000001,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,43.5,1.8027756384253701,20.353442080567604
-0.29999999999999993,0.30000000000000004,1.1102230246251565e-16,-0.6,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,43.2,2.121320344148898,18.780223315531654
-0.29999999999999993,0.40000000000000013,0.1000000000000002,-0.7000000000000001,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,42.9,2.5000000005,17.313899297889982
-0.29999999999999993,0.5,0.20000000000000007,-0.7999999999999999,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,42.6,2.9154759478513963,16.097247266823594
-0.29999999999999993,0.6000000000000001,0.30000000000000016,-0.9,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,42.3,3.3541019666223626,15.221208163098485
-0.29999999999999993,0.7000000000000002,0.40000000000000024,-1.0,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,42.0,3.8078865532602206,14.747210408254409
-0.29999999999999993,0.8,0.5000000000000001,-1.1,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,41.7,4.2720018729513685,14.720994452768819
-0.29999999999999993,0.9000000000000001,0.6000000000000002,-1.2000000000000002,1.962e+16,24.38,5.786139383515881e+34,0.704,-0.849624060150376,41.4,4.7434164905160925,15.180264436787006
-0.29999999999999993,1.0,0.7000000000000001,-1.2999999999999998,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,41.1,5.220153254694732,16.158909819716285
-0.19999999999999996,-1.0,-1.2,0.8,1.476e+16,25.28,1.7236598771494949e+34,0.992,-0.8387096774193549,47.4,5.09901951383793,27.916284166251618
-0.19999999999999996,-0.9,-1.1,0.7000000000000001,1.503e+16,25.23,1.860637214253011e+34,0.976,-0.8393574297188755,47.1,4.609772228917606,26.25905949596469
-0.19999999999999996,-0.8,-1.0,0.6000000000000001,1.53e+16,25.18,2.005924364054581e+34,0.96,-0.84,46.8,4.12310562592083,24.937042421095942
-0.19999999999999996,-0.7,-0.8999999999999999,0.5,1.557e+16,25.13,2.1598806550592645e+34,0.944,-0.8406374501992032,46.5,3.6400549449836603,23.948645958229683
-0.19999999999999996,-0.6,-0.7999999999999999,0.4,1.584e+16,25.08,2.3228754622837803e+34,0.9279999999999999,-0.8412698412698413,46.2,3.1622776605636638,23.289449565308736
-0.19999999999999996,-0.5,-0.7,0.30000000000000004,1.611e+16,25.03,2.4952883794689455e+34,0.9119999999999999,-0.841897233201581,45.9,2.6925824040314907,22.94934589303674
-0.19999999999999996,-0.3999999999999999,-0.5999999999999999,0.19999999999999996,1.638e+16,24.98,2.677509394225158e+34,0.8959999999999999,-0.84251968503937,45.6,2.2360679780588057,22.906336127313168
-0.19999999999999996,-0.29999999999999993,-0.4999999999999999,0.09999999999999998,1.665e+16,24.93,2.869939066164242e+34,0.8800000000000001,-0.8431372549019608,45.3,1.8027756384253695,23.112006698747553
-0.19999999999999996,-0.19999999999999996,-0.3999999999999999,0.0,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,45.0,1.414213563256978,23.45571355289348
-0.19999999999999996,-0.09999999999999998,-0.29999999999999993,-0.09999999999999998,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,44.7,1.1180339898679286,23.683931606180323
-0.19999999999999996,0.0,-0.19999999999999996,-0.19999999999999996,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,44.4,1.0000000012499997,23.334516264981865
-0.19999999999999996,0.10000000000000009,-0.09999999999999987,-0.30000000000000004,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,44.1,1.1180339898679288,22.099521147633528
-0.19999999999999996,0.20000000000000018,2.220446049250313e-16,-0.40000000000000013,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,43.8,1.4142135632569786,20.309310610437223
-0.19999999999999996,0.30000000000000004,0.10000000000000009,-0.5,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,43.5,1.80277563842537,18.448633289300446
-0.19999999999999996,0.40000000000000013,0.20000000000000018,-0.6000000000000001,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,43.2,2.236067978058807,16.79399110068283
-0.19999999999999996,0.5,0.30000000000000004,-0.7,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,42.9,2.6925824040314907,15.479565757348276
-0.19999999999999996,0.6000000000000001,0.40000000000000013,-0.8,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,42.6,3.162277660563664,14.578059318085465
-0.19999999999999996,0.7000000000000002,0.5000000000000002,-0.9000000000000001,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,42.3,3.6400549449836617,14.136702556591224
-0.19999999999999996,0.8,0.6000000000000001,-1.0,1.962e+16,24.38,5.786139383515881e+34,0.7040000000000001,-0.849624060150376,42.0,4.12310562592083,14.191974192060947
-0.19999999999999996,0.9000000000000001,0.7000000000000002,-1.1,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,41.7,4.609772228917607,14.77600546149047
-0.19999999999999996,1.0,0.8,-1.2,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,41.4,5.09901951383793,15.919637938656015
-0.09999999999999998,-1.0,-1.1,0.9,1.503e+16,25.23,1.860637214253011e+34,0.976,-0.8393574297188755,47.7,5.024937810809204,26.0356487955609
-0.09999999999999998,-0.9,-1.0,0.8,1.53e+16,25.18,2.005924364054581e+34,0.96,-0.84,47.4,4.527692569344787,24.431814232264173
-0.09999999999999998,-0.8,-0.9,0.7000000000000001,1.557e+16,25.13,2.1598806550592645e+34,0.944,-0.8406374501992032,47.1,4.031128874459362,23.177739346113324
-0.09999999999999998,-0.7,-0.7999999999999999,0.6,1.584e+16,25.08,2.3228754622837803e+34,0.9279999999999999,-0.8412698412698413,46.8,3.5355339062862905,22.27654021383429
-0.09999999999999998,-0.6,-0.7,0.5,1.611e+16,25.03,2.4952883794689455e+34,0.9119999999999999,-0.841897233201581,46.5,3.041381265560107,21.730952154629346
-0.09999999999999998,-0.5,-0.6,0.4,1.638e+16,24.98,2.677509394225158e+34,0.8960000000000001,-0.84251968503937,46.2,2.5495097572866827,21.542406341559868
-0.09999999999999998,-0.3999999999999999,-0.4999999999999999,0.29999999999999993,1.665e+16,24.93,2.869939066164242e+34,0.8800000000000001,-0.8431372549019608,45.9,2.0615528134151693,21.708732236303653
-0.09999999999999998,-0.29999999999999993,-0.3999999999999999,0.19999999999999996,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,45.6,1.5811388308747587,22.217624580995686
-0.09999999999999998,-0.19999999999999996,-0.29999999999999993,0.09999999999999998,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,45.3,1.1180339898679286,23.02393160618033
-0.09999999999999998,-0.09999999999999998,-0.19999999999999996,0.0,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,45.0,0.7071067829543142,23.945428965608127
-0.09999999999999998,0.0,-0.09999999999999998,-0.09999999999999998,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,44.7,0.5000000024999999,24.158708078157133
-0.09999999999999998,0.10000000000000009,1.1102230246251565e-16,-0.20000000000000007,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,44.4,0.7071067829543146,22.518397902101874
-0.09999999999999998,0.20000000000000018,0.1000000000000002,-0.30000000000000016,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,44.1,1.1180339898679295,20.194712356366367
-0.09999999999999998,0.30000000000000004,0.20000000000000007,-0.4,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,43.8,1.5811388308747591,18.036101410195105
-0.09999999999999998,0.40000000000000013,0.30000000000000016,-0.5000000000000001,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,43.5,2.06155281341517,16.250228505738036
-0.09999999999999998,0.5,0.4,-0.6,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,43.2,2.5495097572866827,14.90828278610886
-0.09999999999999998,0.6000000000000001,0.5000000000000001,-0.7000000000000001,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,42.9,3.0413812655601076,14.049407793420764
-0.09999999999999998,0.7000000000000002,0.6000000000000002,-0.8000000000000002,1.962e+16,24.38,5.786139383515881e+34,0.704,-0.849624060150376,42.6,3.535533906286292,13.703618650050903
-0.09999999999999998,0.8,0.7000000000000001,-0.9,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,42.3,4.031128874459362,13.89854391101083
-0.09999999999999998,0.9000000000000001,0.8000000000000002,-1.0,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,42.0,4.527692569344787,14.661936133368295
-0.09999999999999998,1.0,0.9,-1.1,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,41.7,5.024937810809204,16.02281314164159
0.0,-1.0,-1.0,1.0,1.53e+16,25.18,2.005924364054581e+34,0.96,-0.84,48.0,5.00000000025,24.234123362285505
0.0,-0.9,-0.9,0.9,1.557e+16,25.13,2.1598806550592645e+34,0.944,-0.8406374501992032,47.7,4.500000000277778,22.658948154112032
0.0,-0.8,-0.8,0.8,1.584e+16,25.08,2.3228754622837803e+34,0.9280000000000002,-0.8412698412698413,47.4,4.0000000003125,21.441976696690155
0.0,-0.7,-0.7,0.7,1.611e+16,25.03,2.4952883794689455e+34,0.9119999999999999,-0.841897233201581,47.1,3.500000000357142,20.58854911324565
0.0,-0.6,-0.6,0.6,1.638e+16,24.98,2.677509394225158e+34,0.8960000000000001,-0.84251968503937,46.8,3.0000000004166663,20.10471000434496
0.0,-0.5,-0.5,0.5,1.665e+16,24.93,2.869939066164242e+34,0.8800000000000001,-0.8431372549019608,46.5,2.5000000005,19.997272707337082
0.0,-0.3999999999999999,-0.3999999999999999,0.3999999999999999,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,46.2,2.0000000006249996,20.273888147369362
0.0,-0.29999999999999993,-0.29999999999999993,0.29999999999999993,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,45.9,1.5000000008333327,20.943118545870604
0.0,-0.19999999999999996,-0.19999999999999996,0.19999999999999996,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,45.6,1.0000000012499997,22.014516264981857
0.0,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,45.3,0.5000000024999999,23.498708078157136
0.0,0.0,0.0,0.0,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,45.0,5e-05,25.407210208350598
0.0,0.10000000000000009,0.10000000000000009,-0.10000000000000009,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,44.7,0.5000000025000004,22.25389928688997
0.0,0.20000000000000018,0.20000000000000018,-0.20000000000000018,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,44.4,1.0000000012500008,19.552364973131276
0.0,0.30000000000000004,0.30000000000000004,-0.30000000000000004,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,44.1,1.5000000008333334,17.31876897493813
0.0,0.40000000000000013,0.40000000000000013,-0.40000000000000013,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,43.8,2.0000000006250005,15.570586447748122
0.0,0.5,0.5,-0.5,1.935e+16,24.43,5.451766229462778e+34,0.7200000000000001,-0.8490566037735849,43.5,2.5000000005,14.327004751251353
0.0,0.6000000000000001,0.6000000000000001,-0.6000000000000001,1.962e+16,24.38,5.786139383515881e+34,0.7040000000000001,-0.849624060150376,43.2,3.0000000004166667,13.609055132333838
0.0,0.7000000000000002,0.7000000000000002,-0.7000000000000002,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,42.9,3.500000000357144,13.439752718573029
0.0,0.8,0.8,-0.8,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,42.6,4.0000000003125,13.84424526304587
0.0,0.9000000000000001,0.9000000000000001,-0.9000000000000001,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,42.3,4.500000000277779,14.849971099564446
0.0,1.0,1.0,-1.0,2.07e+16,24.18,7.288347488200228e+34,0.6400000000000001,-0.8518518518518519,42.0,5.00000000025,16.48682678799645
0.10000000000000009,-1.0,-0.8999999999999999,1.1,1.557e+16,25.13,2.1598806550592645e+34,0.944,-0.8406374501992032,48.3,5.024937810809204,22.511790196189185
0.10000000000000009,-0.9,-0.7999999999999999,1.0,1.584e+16,25.08,2.3228754622837803e+34,0.9279999999999999,-0.8412698412698413,48.0,4.527692569344787,20.93966756701256
0.10000000000000009,-0.8,-0.7,0.9000000000000001,1.611e+16,25.03,2.4952883794689455e+34,0.9119999999999999,-0.841897233201581,47.7,4.031128874459362,19.727340305683445
0.10000000000000009,-0.7,-0.5999999999999999,0.8,1.638e+16,24.98,2.677509394225158e+34,0.8959999999999999,-0.84251968503937,47.4,3.5355339062862905,18.879273522062
0.10000000000000009,-0.6,-0.4999999999999999,0.7000000000000001,1.665e+16,24.93,2.869939066164242e+34,0.8800000000000001,-0.8431372549019608,47.1,3.041381265560107,18.39967574950649
0.10000000000000009,-0.5,-0.3999999999999999,0.6000000000000001,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,46.8,2.5495097572866827,18.291584485730105
0.10000000000000009,-0.3999999999999999,-0.2999999999999998,0.5,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,46.5,2.0615528134151693,18.554578076670502
0.10000000000000009,-0.29999999999999993,-0.19999999999999984,0.4,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,46.2,1.581138830874759,19.178252702045675
0.10000000000000009,-0.19999999999999996,-0.09999999999999987,0.30000000000000004,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,45.9,1.1180339898679288,20.119521147633527
0.10000000000000009,-0.09999999999999998,1.1102230246251565e-16,0.20000000000000007,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,45.6,0.7071067829543146,21.198397902101867
0.10000000000000009,0.0,0.10000000000000009,0.10000000000000009,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,45.3,0.5000000025000004,21.593899286889975
0.10000000000000009,0.10000000000000009,0.20000000000000018,0.0,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,45.0,0.7071067829543152,20.16327767375754
0.10000000000000009,0.20000000000000018,0.30000000000000027,-0.10000000000000009,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,44.7,1.1180339898679297,18.079582035247853
0.10000000000000009,0.30000000000000004,0.40000000000000013,-0.19999999999999996,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,44.4,1.5811388308747596,16.19432288137444
0.10000000000000009,0.40000000000000013,0.5000000000000002,-0.30000000000000004,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,44.1,2.06155281341517,14.718464280217912
0.10000000000000009,0.5,0.6000000000000001,-0.3999999999999999,1.962e+16,24.38,5.786139383515881e+34,0.7040000000000001,-0.849624060150376,43.8,2.5495097572866827,13.72675146954876
0.10000000000000009,0.6000000000000001,0.7000000000000002,-0.5,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,43.5,3.0413812655601076,13.262155759956721
0.10000000000000009,0.7000000000000002,0.8000000000000003,-0.6000000000000001,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,43.2,3.535533906286292,13.358808780190014
0.10000000000000009,0.8,0.9000000000000001,-0.7,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,42.9,4.031128874459362,14.048762291565732
0.10000000000000009,0.9000000000000001,1.0000000000000002,-0.8,2.07e+16,24.18,7.288347488200228e+34,0.64,-0.8518518518518519,42.6,4.527692569344787,15.364517657975108
0.10000000000000009,1.0,1.1,-0.8999999999999999,2.097e+16,24.13,7.707958357171681e+34,0.6240000000000001,-0.8523985239852399,42.3,5.024937810809204,17.340186992637072
0.20000000000000018,-1.0,-0.7999999999999998,1.2000000000000002,1.584e+16,25.08,2.3228754622837803e+34,0.9279999999999999,-0.8412698412698413,48.6,5.09901951383793,20.877369372300272
0.20000000000000018,-0.9,-0.6999999999999998,1.1,1.611e+16,25.03,2.4952883794689455e+34,0.9119999999999999,-0.841897233201581,48.3,4.609772228917606,19.284801856163096
0.20000000000000018,-0.8,-0.5999999999999999,1.0000000000000002,1.638e+16,24.98,2.677509394225158e+34,0.8959999999999999,-0.84251968503937,48.0,4.12310562592083,18.047629064072037
0.20000000000000018,-0.7,-0.4999999999999998,0.9000000000000001,1.665e+16,24.93,2.869939066164242e+34,0.8799999999999999,-0.8431372549019608,47.7,3.6400549449836603,17.166970512676933
0.20000000000000018,-0.6,-0.3999999999999998,0.8000000000000002,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,47.4,3.162277660563664,16.641361017706707
0.20000000000000018,-0.5,-0.2999999999999998,0.7000000000000002,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,47.1,2.692582404031491,16.463915328280734
0.20000000000000018,-0.3999999999999999,-0.19999999999999973,0.6000000000000001,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,46.8,2.2360679780588066,16.616142392533416
0.20000000000000018,-0.29999999999999993,-0.09999999999999976,0.5000000000000001,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,46.5,1.8027756384253701,17.0534420805676
0.20000000000000018,-0.19999999999999996,2.220446049250313e-16,0.40000000000000013,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,46.2,1.4142135632569786,17.66931061043721
0.20000000000000018,-0.09999999999999998,0.1000000000000002,0.30000000000000016,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,45.9,1.1180339898679295,18.214712356366366
0.20000000000000018,0.0,0.20000000000000018,0.20000000000000018,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,45.6,1.0000000012500008,18.23236497313127
0.20000000000000018,0.10000000000000009,0.30000000000000027,0.10000000000000009,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,45.3,1.1180339898679297,17.419582035247856
0.20000000000000018,0.20000000000000018,0.40000000000000036,0.0,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,45.0,1.4142135632569797,16.112411853272228
0.20000000000000018,0.30000000000000004,0.5000000000000002,-0.09999999999999987,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,44.7,1.8027756384253706,14.801738742661808
0.20000000000000018,0.40000000000000013,0.6000000000000003,-0.19999999999999996,1.962e+16,24.38,5.786139383515881e+34,0.704,-0.849624060150376,44.4,2.2360679780588075,13.770681255302067
0.20000000000000018,0.5,0.7000000000000002,-0.2999999999999998,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,44.1,2.692582404031491,13.160549498364109
0.20000000000000018,0.6000000000000001,0.8000000000000003,-0.3999999999999999,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,43.8,3.1622776605636647,13.051718131664474
0.20000000000000018,0.7000000000000002,0.9000000000000004,-0.5,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,43.5,3.6400549449836617,13.499668903682082
0.20000000000000018,0.8,1.0000000000000002,-0.5999999999999999,2.07e+16,24.18,7.288347488200228e+34,0.64,-0.8518518518518519,43.2,4.12310562592083,14.549745846806871
0.20000000000000018,0.9000000000000001,1.1000000000000003,-0.7,2.097e+16,24.13,7.707958357171681e+34,0.624,-0.8523985239852399,42.9,4.609772228917607,16.243597693040854
0.20000000000000018,1.0,1.2000000000000002,-0.7999999999999998,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,42.6,5.09901951383793,18.622275499648808
0.30000000000000004,-1.0,-0.7,1.3,1.611e+16,25.03,2.4952883794689455e+34,0.9119999999999999,-0.841897233201581,48.9,5.220153254694732,19.347706214388907
0.30000000000000004,-0.9,-0.6,1.2000000000000002,1.638e+16,24.98,2.677509394225158e+34,0.8960000000000001,-0.84251968503937,48.6,4.7434164905160925,17.715919308798114
0.30000000000000004,-0.8,-0.5,1.1,1.665e+16,24.93,2.869939066164242e+34,0.8800000000000001,-0.8431372549019608,48.3,4.272001872951369,16.431262408854547
0.30000000000000004,-0.7,-0.3999999999999999,1.0,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,48.0,3.8078865532602197,15.490512107875647
0.30000000000000004,-0.6,-0.29999999999999993,0.9,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,47.7,3.3541019666223626,14.88555773403094
0.30000000000000004,-0.5,-0.19999999999999996,0.8,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,47.4,2.9154759478513967,14.59939855867417
0.30000000000000004,-0.3999999999999999,-0.09999999999999987,0.7,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,47.1,2.500000000499999,14.598708089157135
0.30000000000000004,-0.29999999999999993,1.1102230246251565e-16,0.6,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,46.8,2.121320344148898,14.820223315531656
0.30000000000000004,-0.19999999999999996,0.10000000000000009,0.5,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,46.5,1.80277563842537,15.148633289300442
0.30000000000000004,-0.09999999999999998,0.20000000000000007,0.4,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,46.2,1.5811388308747591,15.396101410195094
0.30000000000000004,0.0,0.30000000000000004,0.30000000000000004,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,45.9,1.5000000008333334,15.338768974938134
0.30000000000000004,0.10000000000000009,0.40000000000000013,0.19999999999999996,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,45.6,1.5811388308747596,14.874322881374436
0.30000000000000004,0.20000000000000018,0.5000000000000002,0.09999999999999987,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,45.3,1.8027756384253706,14.141738742661811
0.30000000000000004,0.30000000000000004,0.6000000000000001,0.0,1.962e+16,24.38,5.786139383515881e+34,0.7040000000000001,-0.849624060150376,45.0,2.1213203441488986,13.401793241806566
0.30000000000000004,0.40000000000000013,0.7000000000000002,-0.10000000000000009,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,44.7,2.5000000005,12.879752717787307
0.30000000000000004,0.5,0.8,-0.19999999999999996,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,44.4,2.9154759478513967,12.729127551581941
0.30000000000000004,0.6000000000000001,0.9000000000000001,-0.30000000000000004,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,44.1,3.3541019666223635,13.052410284669218
0.30000000000000004,0.7000000000000002,1.0000000000000002,-0.40000000000000013,2.07e+16,24.18,7.288347488200228e+34,0.64,-0.8518518518518519,43.8,3.8078865532602206,13.923450746440233
0.30000000000000004,0.8,1.1,-0.5,2.097e+16,24.13,7.707958357171681e+34,0.6240000000000001,-0.8523985239852399,43.5,4.272001872951369,15.401334650855162
0.30000000000000004,0.9000000000000001,1.2000000000000002,-0.6000000000000001,2.124e+16,24.08,8.14639315986181e+34,0.6080000000000001,-0.8529411764705882,43.2,4.7434164905160925,17.53809212791891
0.30000000000000004,1.0,1.3,-0.7,2.151e+16,24.03,8.60427696571995e+34,0.592,-0.8534798534798534,42.9,5.220153254694732,20.38297917323
0.40000000000000013,-1.0,-0.5999999999999999,1.4000000000000001,1.638e+16,24.98,2.677509394225158e+34,0.8959999999999999,-0.84251968503937,49.2,5.385164807366624,17.946303566120175
0.40000000000000013,-0.9,-0.4999999999999999,1.3000000000000003,1.665e+16,24.93,2.869939066164242e+34,0.8800000000000001,-0.8431372549019608,48.9,4.92442890115189,16.262913753751686
0.40000000000000013,-0.8,-0.3999999999999999,1.2000000000000002,1.692e+16,24.88,3.072988708072083e+34,0.8640000000000001,-0.84375,48.6,4.4721359552790885,14.917140396771874
0.40000000000000013,-0.7,-0.2999999999999998,1.1,1.719e+16,24.83,3.287080570177514e+34,0.8480000000000001,-0.8443579766536965,48.3,4.031128874459362,13.90190974092744
0.40000000000000013,-0.6,-0.19999999999999984,1.0,1.746e+16,24.78,3.5126480275740084e+34,0.8320000000000001,-0.8449612403100776,48.0,3.605551275810677,13.203984254898128
0.40000000000000013,-0.5,-0.09999999999999987,0.9000000000000001,1.773e+16,24.73,3.7501357708519066e+34,0.8160000000000001,-0.8455598455598455,47.7,3.2015621191068595,12.800116436819408
0.40000000000000013,-0.3999999999999999,2.220446049250313e-16,0.8,1.8e+16,24.68,4e+34,0.8,-0.8461538461538461,47.4,2.828427125188132,12.651136019815869
0.40000000000000013,-0.29999999999999993,0.1000000000000002,0.7000000000000001,1.827e+16,24.63,4.262708621636494e+34,0.784,-0.8467432950191571,47.1,2.5000000005,12.693899297889974
0.40000000000000013,-0.19999999999999996,0.20000000000000018,0.6000000000000001,1.854e+16,24.58,4.538741449630566e+34,0.768,-0.8473282442748091,46.8,2.236067978058807,12.833991100682834
0.40000000000000013,-0.09999999999999998,0.30000000000000016,0.5000000000000001,1.881e+16,24.53,4.828590409176937e+34,0.752,-0.8479087452471483,46.5,2.06155281341517,12.950228505738032
0.40000000000000013,0.0,0.40000000000000013,0.40000000000000013,1.908e+16,24.48,5.132759744387202e+34,0.736,-0.8484848484848485,46.2,2.0000000006250005,12.930586447748112
0.40000000000000013,0.10000000000000009,0.5000000000000002,0.30000000000000004,1.935e+16,24.43,5.451766229462778e+34,0.72,-0.8490566037735849,45.9,2.06155281341517,12.738464280217915
0.40000000000000013,0.20000000000000018,0.6000000000000003,0.19999999999999996,1.962e+16,24.38,5.786139383515881e+34,0.704,-0.849624060150376,45.6,2.2360679780588075,12.450681255302062
0.40000000000000013,0.30000000000000004,0.7000000000000002,0.10000000000000009,1.989e+16,24.33,6.136421689105995e+34,0.6880000000000001,-0.850187265917603,45.3,2.5000000005,12.219752717787312
0.40000000000000013,0.40000000000000013,0.8000000000000003,0.0,2.016e+16,24.28,6.503168814560932e+34,0.672,-0.8507462686567164,45.0,2.8284271251881328,12.207896076229893
0.40000000000000013,0.5,0.9000000000000001,-0.09999999999999987,2.043e+16,24.23,6.886949840152718e+34,0.656,-0.8513011152416357,44.7,3.2015621191068595,12.551379446004486
0.40000000000000013,0.6000000000000001,1.0000000000000002,-0.19999999999999996,2.07e+16,24.18,7.288347488200228e+34,0.64,-0.8518518518518519,44.4,3.605551275810678,13.356294772412717
